episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status
60,1.0,0.32233072748116215,2.6908730351491594,-84.13269106294285,30.0,1.0,8,1.0,False,True,0.6076581681548926,1,23.11822180235112,1599096620.8335314,in_progress
60,2.0,0.3223137689631418,2.6872845804762147,-84.23168079447103,-30.0,0.6666666666666666,1,1.0,False,True,0.6230878394516726,1,23.11822180235112,1599096620.8695612,in_progress
60,3.0,0.3209022641469916,2.680367534173062,-84.62324824490322,30.0,0.6666666666666666,7,1.0,False,True,0.6522070212405042,1,23.11822180235112,1599096620.938007,in_progress
60,4.0,0.3086200198300984,2.6497773239148037,-88.13703528605302,-30.0,0.6666666666666666,1,1.0,False,True,0.7752777558001449,1,23.11822180235112,1599096621.000063,in_progress
60,5.0,0.2995306774746824,2.6223802395840794,-90.54314153549372,0.0,0.6666666666666666,4,1.0,False,True,0.8870574156357509,1,23.11822180235112,1599096621.068784,in_progress
60,6.0,0.28681270374193624,2.577022319772559,-93.28990609902583,-30.0,0.3333333333333333,0,1.0,False,True,1.0735383879070677,2,23.11822180235112,1599096621.136864,in_progress
60,7.0,0.2741326043028756,2.538306506389266,-95.68204477493659,0.0,0.3333333333333333,3,1.0,False,True,1.2315985523541086,2,23.11822180235112,1599096621.2022955,in_progress
60,8.0,0.26709083629427305,2.5169796513936133,-96.88814598361084,0.0,1.0,5,1.0,False,True,1.3072097720208764,2,23.11822180235112,1599096621.2784398,in_progress
60,9.0,0.24754120222661882,2.458774216232404,-99.72783254990765,0.0,0.6666666666666666,4,0.5,False,True,1.5351640134620415,2,23.11822180235112,1599096621.3404958,in_progress
60,10.0,0.2295731633845612,2.4131726493096335,-102.07428554335205,-30.0,0.6666666666666666,1,0.5,False,True,1.7146330819802726,3,23.11822180235112,1599096621.4082146,in_progress
60,11.0,0.20586668768398986,2.3611269105704205,-104.89694590406151,30.0,0.3333333333333333,6,0.5,False,True,1.9169034451590814,3,23.11822180235112,1599096621.4748523,in_progress
60,12.0,0.18662607397876418,2.3256007428680365,-107.12373674562451,30.0,0.6666666666666666,7,0.5,False,True,2.018699940281272,3,23.11822180235112,1599096621.540634,in_progress
60,13.0,0.17073703381499275,2.294671818054351,-108.5866732046177,30.0,0.3333333333333333,6,0.5,False,True,2.1336436489241315,3,23.11822180235112,1599096621.6068656,in_progress
60,14.0,0.15397933302464342,2.2543004773393283,-109.30236152328565,30.0,1.0,8,0.5,False,True,2.287545604967057,3,23.11822180235112,1599096621.6778083,in_progress
60,15.0,0.13930071428399707,2.211108000187612,-109.25659218735474,-30.0,0.6666666666666666,1,0.5,False,True,2.4553579791394733,4,23.11822180235112,1599096621.7393284,in_progress
60,16.0,0.12966683218096875,2.181172971540664,-109.07717179072384,30.0,0.6666666666666666,7,0.1,False,True,2.5721858691507085,4,23.11822180235112,1599096621.804043,in_progress
60,17.0,0.1128476151004523,2.1294040011360007,-108.84399427973793,0.0,0.3333333333333333,3,0.1,False,True,2.7257699547181056,4,23.11822180235112,1599096621.8690689,in_progress
60,18.0,0.10425066294212901,2.099972801351035,-108.4648226917198,0.0,1.0,5,0.1,False,True,2.839078005080061,4,23.11822180235112,1599096621.9487875,in_progress
60,19.0,0.08837530766128573,2.0436339028033337,-107.78168947713857,-30.0,1.0,2,0.1,False,True,3.056631032578588,5,23.11822180235112,1599096622.0114684,in_progress
60,20.0,0.0707120508576863,1.9985228426783395,-108.58718096183343,30.0,1.0,8,0.1,False,True,3.2252729811984633,5,23.11822180235112,1599096622.0775788,in_progress
