Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
73,3.0,0.0,0.0,926.0,13.0,54.0,4217.0,0.0,25.90600000000002,0.0,0.0,664.088397026062,,,,,,,,,,,,,,,,,,,,,10.767119183801453,8.982877065078103,25.34992548956429,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,3.0,0.0,0.0,959.0,14.0,33.0,4250.0,0.0,19.204000000000015,0.0,0.0,668.1375448703766,,,,,,,,,,,,,,,,,,,,,6.164753258947017,6.2292619865038805,19.01958272517993,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3.0,0.0,0.0,995.0,15.0,36.0,4286.0,0.0,16.106000000000005,0.0,0.0,672.5611863136292,,,,,,,,,,,,,,,,,,,,,6.1364301562914765,5.728380459021873,15.900989503877389,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,3.0,0.0,0.0,1019.0,16.0,24.0,4310.0,0.0,12.103999999999996,0.0,0.0,675.6298356056213,,,,,,,,,,,,,,,,,,,,,3.550636782406693,3.912891813849266,12.030815532754996,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,3.0,0.0,0.0,1052.0,17.0,33.0,4343.0,0.0,15.503999999999996,0.0,0.0,680.0068261623383,,,,,,,,,,,,,,,,,,,,,6.585412015558896,5.400207367791518,15.301983386873433,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,3.0,0.0,0.0,1199.0,18.0,147.0,4490.0,0.0,89.80499999999995,0.0,0.0,697.0221076011658,,,,,,,,,,,,,,,,,,,,,37.72889207280216,27.02909519496737,84.34319606135942,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,3.0,0.0,0.0,1225.0,19.0,26.0,4516.0,0.0,10.705999999999994,0.0,0.0,700.351279258728,,,,,,,,,,,,,,,,,,,,,2.7397633672226385,3.3160986734446114,10.64541156401623,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3.0,0.0,0.0,1251.0,20.0,26.0,4542.0,0.0,10.304999999999994,0.0,0.0,703.786073923111,,,,,,,,,,,,,,,,,,,,,2.6847181209527804,3.1336822595942637,10.245442771626857,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,4.0,0.0,0.0,260.0,1.0,260.0,4802.0,0.0,179.80499999999995,0.0,0.0,941.5212745666504,,,,,,,,,,,,,,,,,,,,,88.40643098151881,47.065242653527854,156.9763042490542,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,4.0,0.0,0.0,428.0,2.0,168.0,4970.0,0.0,97.50500000000002,0.0,0.0,960.8952932357788,,,,,,,,,,,,,,,,,,,,,38.41528302122193,24.372906684574513,91.14237482726203,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,4.0,0.0,0.0,726.0,3.0,298.0,5268.0,0.0,211.90699999999998,0.0,0.0,994.922336101532,,,,,,,,,,,,,,,,,,,,,94.35813900012982,59.84429728081199,183.97224682478628,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,4.0,0.0,0.0,745.0,4.0,19.0,5287.0,0.0,8.003999999999996,0.0,0.0,997.3104560375214,,,,,,,,,,,,,,,,,,,,,2.180933888962079,2.528795492104644,7.970532788898618,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,4.0,0.0,0.0,944.0,5.0,199.0,5486.0,0.0,145.40799999999993,0.0,0.0,1019.8359806537628,,,,,,,,,,,,,,,,,,,,,56.70614835753965,43.87563483305324,134.25773421106072,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,4.0,0.0,0.0,969.0,6.0,25.0,5511.0,0.0,10.304999999999994,0.0,0.0,1023.0212411880493,,,,,,,,,,,,,,,,,,,,,2.641570233926357,3.1893167838044896,10.24920995410595,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,4.0,0.0,0.0,1096.0,7.0,127.0,5638.0,0.0,70.50599999999996,0.0,0.0,1037.586487531662,,,,,,,,,,,,,,,,,,,,,32.23263160457867,22.42655410764651,66.47893472093946,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,4.0,0.0,0.0,1258.0,8.0,162.0,5800.0,0.0,135.70499999999993,0.0,0.0,1056.39915060997,,,,,,,,,,,,,,,,,,,,,54.99261628796227,40.95653334757665,126.92311928063081,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,4.0,0.0,0.0,1439.0,9.0,181.0,5981.0,0.0,132.605,0.0,0.0,1076.993194103241,,,,,,,,,,,,,,,,,,,,,68.00989981240832,40.13574429595981,120.72432193426263,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,4.0,0.0,0.0,1611.0,10.0,172.0,6153.0,0.0,113.00399999999988,0.0,0.0,1096.251133441925,,,,,,,,,,,,,,,,,,,,,45.8693261758055,32.086273836658684,105.21969559335481,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,4.0,0.0,0.0,1757.0,11.0,146.0,6299.0,0.0,117.70399999999998,0.0,0.0,1113.361157655716,,,,,,,,,,,,,,,,,,,,,48.876551616759954,33.669847854553325,110.67870216611915,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,4.0,0.0,0.0,1775.0,12.0,18.0,6317.0,0.0,1.3049999999999995,0.0,0.0,1115.7206237316132,,,,,,,,,,,,,,,,,,,,,0.507949875861002,0.4448200046238682,1.2971540562907928,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,4.0,0.0,0.0,1887.0,13.0,112.0,6429.0,0.0,74.905,0.0,0.0,1128.9847209453583,,,,,,,,,,,,,,,,,,,,,32.298369909344984,24.033941330365415,71.358941511665,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,4.0,0.0,0.0,1964.0,14.0,77.0,6506.0,0.0,61.604,0.0,0.0,1137.9664707183838,,,,,,,,,,,,,,,,,,,,,26.036063338208226,18.974678094407672,59.65888200496296,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,4.0,0.0,0.0,1985.0,15.0,21.0,6527.0,0.0,1.6049999999999998,0.0,0.0,1140.6524217128754,,,,,,,,,,,,,,,,,,,,,0.6488753474929403,0.5382224593239209,1.5929665842869354,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,4.0,0.0,0.0,2028.0,16.0,43.0,6570.0,0.0,24.504000000000012,0.0,0.0,1146.221227645874,,,,,,,,,,,,,,,,,,,,,9.648257413647428,7.421969830663031,24.113238169382537,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,4.0,0.0,0.0,2047.0,17.0,19.0,6589.0,0.0,1.4049999999999996,0.0,0.0,1148.6628880500793,,,,,,,,,,,,,,,,,,,,,0.5546818246175022,0.4761939188735491,1.3958569022345022,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,4.0,0.0,0.0,2114.0,18.0,67.0,6656.0,0.0,37.704,0.0,0.0,1156.3842811584473,,,,,,,,,,,,,,,,,,,,,16.458858687217077,11.929050314158179,36.63789436231878,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,4.0,0.0,0.0,2152.0,19.0,38.0,6694.0,0.0,22.305000000000017,0.0,0.0,1161.054281949997,,,,,,,,,,,,,,,,,,,,,7.096486222819248,7.2479479834509934,22.057390914447314,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4.0,0.0,0.0,2190.0,20.0,38.0,6732.0,0.0,14.606999999999992,0.0,0.0,1165.9068765640259,,,,,,,,,,,,,,,,,,,,,4.59425456938586,5.069836453083436,14.446865191554897,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,5.0,0.0,0.0,137.0,1.0,137.0,6869.0,0.0,86.61699999999993,0.0,0.0,1461.298007965088,,,,,,,,,,,,,,,,,,,,,30.0732524460526,24.936053917306307,82.57954395884964,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,5.0,0.0,0.0,161.0,2.0,24.0,6893.0,0.0,11.104999999999995,0.0,0.0,1464.5761766433716,,,,,,,,,,,,,,,,,,,,,3.050341385767584,3.547998286625136,11.042834641382962,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,5.0,0.0,0.0,369.0,3.0,208.0,7101.0,0.0,154.40399999999985,0.0,0.0,1488.8375730514526,,,,,,,,,,,,,,,,,,,,,66.91418870965545,48.11405834037717,140.62647522361536,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,5.0,0.0,0.0,395.0,4.0,26.0,7127.0,0.0,10.804999999999994,0.0,0.0,1492.209128856659,,,,,,,,,,,,,,,,,,,,,2.818930331818569,3.331384110122717,10.742450261634355,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,5.0,0.0,0.0,553.0,5.0,158.0,7285.0,0.0,131.70399999999995,0.0,0.0,1510.2216951847076,,,,,,,,,,,,,,,,,,,,,54.56130957477354,39.273185251173274,123.20651960679263,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,5.0,0.0,0.0,923.0,6.0,370.0,7655.0,0.0,320.9050000000001,0.0,0.0,1553.2781569957733,,,,,,,,,,,,,,,,,,,,,133.93632183248735,86.65650799359453,271.62018110308304,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,5.0,0.0,0.0,1046.0,7.0,123.0,7778.0,0.0,61.90500000000001,0.0,0.0,1567.4282994270325,,,,,,,,,,,,,,,,,,,,,27.524724218114233,19.57481641816447,58.5780369581301,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,5.0,0.0,0.0,1164.0,8.0,118.0,7896.0,0.0,65.40499999999997,0.0,0.0,1580.8483984470367,,,,,,,,,,,,,,,,,,,,,36.20773209285693,23.347158572371203,61.19368129433724,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,5.0,0.0,0.0,1235.0,9.0,71.0,7967.0,0.0,33.804,0.0,0.0,1589.6164844036102,,,,,,,,,,,,,,,,,,,,,13.58554642295324,9.572646810096572,32.87229850247278,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,5.0,0.0,0.0,1293.0,10.0,58.0,8025.0,0.0,40.804,0.0,0.0,1596.3555076122284,,,,,,,,,,,,,,,,,,,,,14.937385418079806,13.075166772175335,39.977609255006385,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,5.0,0.0,0.0,1464.0,11.0,171.0,8196.0,0.0,117.6049999999999,0.0,0.0,1615.4221296310425,,,,,,,,,,,,,,,,,,,,,44.38346135940321,32.72891403160257,110.12555366120326,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,5.0,0.0,0.0,1498.0,12.0,34.0,8230.0,0.0,16.90500000000002,0.0,0.0,1619.499252796173,,,,,,,,,,,,,,,,,,,,,4.870059082996752,5.326900092592731,16.756174165343456,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,5.0,0.0,0.0,1699.0,13.0,201.0,8431.0,0.0,111.50399999999999,0.0,0.0,1642.880139350891,,,,,,,,,,,,,,,,,,,,,48.084260515527916,29.894117344945172,101.94100464102,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,5.0,0.0,0.0,1757.0,14.0,58.0,8489.0,0.0,30.804000000000016,0.0,0.0,1650.3582139015198,,,,,,,,,,,,,,,,,,,,,12.128089241295978,9.193182065843173,30.130701525530366,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,5.0,0.0,0.0,1885.0,15.0,128.0,8617.0,0.0,87.40399999999985,0.0,0.0,1665.0360553264618,,,,,,,,,,,,,,,,,,,,,32.17576899004225,25.353091296715867,83.36887043971434,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,5.0,0.0,0.0,1919.0,16.0,34.0,8651.0,0.0,11.504999999999995,0.0,0.0,1669.158061504364,,,,,,,,,,,,,,,,,,,,,5.498871087848947,4.62717380625523,11.329367750763904,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5.0,0.0,0.0,2021.0,17.0,102.0,8753.0,0.0,85.90399999999997,0.0,0.0,1680.8166980743408,,,,,,,,,,,,,,,,,,,,,35.71824448982992,26.499281490851246,82.34308214418158,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,5.0,0.0,0.0,2091.0,18.0,70.0,8823.0,0.0,54.205,0.0,0.0,1689.3288571834564,,,,,,,,,,,,,,,,,,,,,21.346299445234695,17.174305664525967,52.76352256139495,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,5.0,0.0,0.0,2308.0,19.0,217.0,9040.0,0.0,180.20399999999998,0.0,0.0,1714.2539291381836,,,,,,,,,,,,,,,,,,,,,81.71576331659537,47.77563111814631,162.6343136739729,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,5.0,0.0,0.0,2379.0,20.0,71.0,9111.0,0.0,25.20500000000006,0.0,0.0,1722.720410823822,,,,,,,,,,,,,,,,,,,,,6.2166028365591455,6.847067632341828,24.78840960821253,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,6.0,0.0,0.0,445.0,1.0,445.0,9556.0,0.0,319.50500000000005,0.0,0.0,2016.361171722412,,,,,,,,,,,,,,,,,,,,,140.42682552297123,73.04869305009535,257.2723349772553,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,6.0,0.0,0.0,472.0,2.0,27.0,9583.0,0.0,13.204999999999995,0.0,0.0,2019.6696016788483,,,,,,,,,,,,,,,,,,,,,3.720062212075687,4.24091290249993,13.117675996270231,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,6.0,0.0,0.0,687.0,3.0,215.0,9798.0,0.0,119.60500000000002,0.0,0.0,2044.014558315277,,,,,,,,,,,,,,,,,,,,,66.74730665869613,34.515921350745344,105.49543866238095,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,6.0,0.0,0.0,703.0,4.0,16.0,9814.0,0.0,1.3029999999999997,0.0,0.0,2046.3252670764923,,,,,,,,,,,,,,,,,,,,,0.5692740796827072,0.4318988088293738,1.2951868015266033,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,6.0,0.0,0.0,884.0,5.0,181.0,9995.0,0.0,88.30499999999998,0.0,0.0,2067.1435821056366,,,,,,,,,,,,,,,,,,,,,40.68567933146826,24.3429382922528,81.02191395495927,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,6.0,0.0,0.0,1013.0,6.0,129.0,10124.0,0.0,74.90499999999994,0.0,0.0,2082.1427891254425,,,,,,,,,,,,,,,,,,,,,34.275278297831115,23.86094461983702,70.55404314272255,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,6.0,0.0,0.0,1148.0,7.0,135.0,10259.0,0.0,108.20499999999998,0.0,0.0,2097.583822250366,,,,,,,,,,,,,,,,,,,,,43.68884577987248,32.06332405602193,102.40941523495219,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,6.0,0.0,0.0,1259.0,8.0,111.0,10370.0,0.0,76.70499999999997,0.0,0.0,2110.295231819153,,,,,,,,,,,,,,,,,,,,,36.489388606382136,25.42744311453135,72.72740526996155,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,6.0,0.0,0.0,1289.0,9.0,30.0,10400.0,0.0,15.802999999999995,0.0,0.0,2114.302234888077,,,,,,,,,,,,,,,,,,,,,4.866546951553923,5.001529554866033,15.672676267721107,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,6.0,0.0,0.0,1363.0,10.0,74.0,10474.0,0.0,42.604,0.0,0.0,2122.982435941696,,,,,,,,,,,,,,,,,,,,,20.05028019852908,14.110577861251915,41.161440706014865,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,6.0,0.0,0.0,1495.0,11.0,132.0,10606.0,0.0,63.70800000000006,0.0,0.0,2138.3464403152466,,,,,,,,,,,,,,,,,,,,,16.965345433025195,18.827253348985064,61.530104507348064,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,6.0,0.0,0.0,1729.0,12.0,234.0,10840.0,0.0,90.90699999999967,0.0,0.0,2165.7049975395203,,,,,,,,,,,,,,,,,,,,,33.61414386934516,24.949724540366958,83.12441474932261,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,6.0,0.0,0.0,1750.0,13.0,21.0,10861.0,0.0,1.5059999999999996,0.0,0.0,2168.267745256424,,,,,,,,,,,,,,,,,,,,,0.5740098589095288,0.5113996241905544,1.4954412341970973,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,6.0,0.0,0.0,1781.0,14.0,31.0,10892.0,0.0,15.803999999999995,0.0,0.0,2172.0360791683197,,,,,,,,,,,,,,,,,,,,,4.710546710010382,4.994757514642703,15.67364669868837,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,6.0,0.0,0.0,1827.0,15.0,46.0,10938.0,0.0,27.104000000000013,0.0,0.0,2177.948782682419,,,,,,,,,,,,,,,,,,,,,11.865984110094278,9.533637580677444,26.58474948041607,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,6.0,0.0,0.0,1865.0,16.0,38.0,10976.0,0.0,12.902999999999997,0.0,0.0,2182.600135564804,,,,,,,,,,,,,,,,,,,,,7.223818502672178,4.950196599487849,12.641136032931392,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,6.0,0.0,0.0,1892.0,17.0,27.0,11003.0,0.0,11.803999999999995,0.0,0.0,2186.2929062843323,,,,,,,,,,,,,,,,,,,,,3.3054880512778886,3.6281437781051684,11.726478300916417,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,6.0,0.0,0.0,1948.0,18.0,56.0,11059.0,0.0,38.303000000000004,0.0,0.0,2193.077798843384,,,,,,,,,,,,,,,,,,,,,13.912007330250711,12.12434285419842,37.56148907858455,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,6.0,0.0,0.0,2048.0,19.0,100.0,11159.0,0.0,47.70500000000004,0.0,0.0,2204.2825694084167,,,,,,,,,,,,,,,,,,,,,16.369379358492164,12.250146593215861,46.11417624039117,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,6.0,0.0,0.0,2311.0,20.0,263.0,11422.0,0.0,193.40399999999994,0.0,0.0,2234.4031949043274,,,,,,,,,,,,,,,,,,,,,89.31998001138548,48.80771916904679,170.08292818519095,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,7.0,0.0,0.0,21.0,1.0,21.0,11443.0,0.0,10.503999999999996,0.0,0.0,2367.451486825943,,,,,,,,,,,,,,,,,,,,,3.0638063716795636,3.4346859497382045,10.4501101763711,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,7.0,0.0,0.0,39.0,2.0,18.0,11461.0,0.0,8.403999999999996,0.0,0.0,2369.8738601207733,,,,,,,,,,,,,,,,,,,,,2.385376333749173,2.7397792882082026,8.369432658651169,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,7.0,0.0,0.0,61.0,3.0,22.0,11483.0,0.0,1.7049999999999998,0.0,0.0,2372.8735258579254,,,,,,,,,,,,,,,,,,,,,0.6962616325024725,0.5689205989243863,1.6913736177026486,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,7.0,0.0,0.0,95.0,4.0,34.0,11517.0,0.0,12.703999999999997,0.0,0.0,2377.3717296123505,,,,,,,,,,,,,,,,,,,,,6.559646982806715,4.85141115524542,12.493465468052625,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,7.0,0.0,0.0,111.0,5.0,16.0,11533.0,0.0,1.2039999999999995,0.0,0.0,2379.5616397857666,,,,,,,,,,,,,,,,,,,,,0.48931743947381695,0.40902364907434774,1.1973682892576765,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,7.0,0.0,0.0,128.0,6.0,17.0,11550.0,0.0,1.3039999999999996,0.0,0.0,2381.8420712947845,,,,,,,,,,,,,,,,,,,,,0.5367794089734994,0.43988790104806796,1.296170920968419,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,7.0,0.0,0.0,147.0,7.0,19.0,11569.0,0.0,9.003999999999996,0.0,0.0,2384.386978149414,,,,,,,,,,,,,,,,,,,,,2.522093229752264,2.949686093302012,8.965045273908618,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,7.0,0.0,0.0,165.0,8.0,18.0,11587.0,0.0,9.902999999999997,0.0,0.0,2386.928379535675,,,,,,,,,,,,,,,,,,,,,3.125835290742778,3.3168422146595633,9.856591556322954,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,7.0,0.0,0.0,190.0,9.0,25.0,11612.0,0.0,11.502999999999997,0.0,0.0,2390.0747520923615,,,,,,,,,,,,,,,,,,,,,4.6361142366110135,4.1031219436472535,11.398495639724453,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,7.0,0.0,0.0,213.0,10.0,23.0,11635.0,0.0,12.602999999999996,0.0,0.0,2392.995075941086,,,,,,,,,,,,,,,,,,,,,3.9203963764987027,4.139378942552882,12.52535623958011,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,7.0,0.0,0.0,232.0,11.0,19.0,11654.0,0.0,9.502999999999997,0.0,0.0,2395.4813079833984,,,,,,,,,,,,,,,,,,,,,2.835263815459435,3.101925760747733,9.458588576082354,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,7.0,0.0,0.0,255.0,12.0,23.0,11677.0,0.0,1.9040000000000001,0.0,0.0,2398.3791460990906,,,,,,,,,,,,,,,,,,,,,0.824852378589732,0.6209011441895099,1.8869153106030394,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,7.0,0.0,0.0,280.0,13.0,25.0,11702.0,0.0,11.703999999999995,0.0,0.0,2401.5710384845734,,,,,,,,,,,,,,,,,,,,,3.3126513683037935,3.6974313271682124,11.632816532324732,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,7.0,0.0,0.0,297.0,14.0,17.0,11719.0,0.0,1.3039999999999996,0.0,0.0,2403.9078662395477,,,,,,,,,,,,,,,,,,,,,0.5367794089734994,0.43988790104806796,1.296170920968419,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,7.0,0.0,0.0,315.0,15.0,18.0,11737.0,0.0,2.2040000000000006,0.0,0.0,2406.302395582199,,,,,,,,,,,,,,,,,,,,,0.651095816810941,0.6041413524307259,2.19447475004745,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,7.0,0.0,0.0,415.0,16.0,100.0,11837.0,0.0,19.204000000000033,0.0,0.0,2417.9425415992737,,,,,,,,,,,,,,,,,,,,,5.113481382795146,4.01506563153012,18.711363224945423,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,7.0,0.0,0.0,445.0,17.0,30.0,11867.0,0.0,16.205000000000005,0.0,0.0,2421.6722071170807,,,,,,,,,,,,,,,,,,,,,4.8570685038820995,5.280775732232679,16.07536330819173,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,7.0,0.0,0.0,465.0,18.0,20.0,11887.0,0.0,11.402999999999997,0.0,0.0,2424.6404206752777,,,,,,,,,,,,,,,,,,,,,3.6985049266406307,3.7896206850009917,11.340370271738927,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,7.0,0.0,0.0,530.0,19.0,65.0,11952.0,0.0,33.00300000000002,0.0,0.0,2432.6961586475372,,,,,,,,,,,,,,,,,,,,,13.599053384960088,9.689790349063756,32.151212742720325,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,7.0,0.0,0.0,547.0,20.0,17.0,11969.0,0.0,8.002999999999997,0.0,0.0,2434.8821177482605,,,,,,,,,,,,,,,,,,,,,2.290404604613873,2.6182662031233663,7.972035156878443,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,8.0,0.0,0.0,23.0,1.0,23.0,11992.0,0.0,13.502999999999997,0.0,0.0,2465.435615301132,,,,,,,,,,,,,,,,,,,,,4.417386106517397,4.477810349097008,13.414814934484586,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,8.0,0.0,0.0,43.0,2.0,20.0,12012.0,0.0,11.002999999999997,0.0,0.0,2468.0432176589966,,,,,,,,,,,,,,,,,,,,,3.440059220914925,3.662622435626667,10.945143959541243,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,8.0,0.0,0.0,65.0,3.0,22.0,12034.0,0.0,11.503999999999996,0.0,0.0,2470.8974282741547,,,,,,,,,,,,,,,,,,,,,3.444526994157526,3.7821619834516533,11.43966006619473,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
