Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
532,26.0,0.0,940.0,12.0,15.0,19072.0,0.0,26.34801001,26.34801001,0.0,3617.7499327659607,,,,,,,,,,,,,,,,11.474994855052994,8.437284612415782,26.213573655684943,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,26.0,0.0,980.0,13.0,41.0,19113.0,0.0,57.11835001000001,57.11835001000001,0.0,3623.778563261032,,,,,,,,,,,,,,,,23.660696979776837,17.67825310073322,56.228150281090024,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,26.0,0.0,997.0,14.0,18.0,19131.0,0.0,33.25050001,33.25050001,0.0,3626.8684091567993,,,,,,,,,,,,,,,,16.7497174966809,9.06041875406563,32.998753566122545,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,26.0,0.0,1065.0,15.0,69.0,19200.0,0.0,95.28714600999997,95.28714600999997,0.0,3636.5221128463745,,,,,,,,,,,,,,,,50.21073596643113,25.658145686468647,91.96478074502774,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,26.0,0.0,1266.0,16.0,202.0,19402.0,0.0,324.9521290100002,324.9521290100002,0.0,3664.2299613952637,,,,,,,,,,,,,,,,134.8645377052411,85.32226566308849,298.39589532600314,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,26.0,0.0,1301.0,17.0,36.0,19438.0,0.0,77.52970400999999,77.52970400999999,0.0,3669.7111196517944,,,,,,,,,,,,,,,,34.314867204105994,23.252912841183047,76.43652527187474,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,26.0,0.0,1341.0,18.0,41.0,19479.0,0.0,75.78250000999999,75.78250000999999,0.0,3675.716428041458,,,,,,,,,,,,,,,,43.4888788132515,22.565995700751458,74.17623815754688,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,26.0,0.0,1424.0,19.0,84.0,19563.0,0.0,128.82645001,128.82645001,0.0,3687.2349050045013,,,,,,,,,,,,,,,,70.50127992441367,34.94422086102146,123.09794171799166,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,26.0,0.0,1504.0,20.0,81.0,19644.0,0.0,150.12811000999997,150.12811000999997,0.0,3698.3374133110046,,,,,,,,,,,,,,,,69.21045060233452,50.14946728466216,145.1187214092172,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,27.0,0.0,22.0,1.0,23.0,19667.0,0.0,58.92670001000001,58.92670001000001,0.0,3755.0474622249603,,,,,,,,,,,,,,,,25.94662114331187,15.782880864746035,58.41428863348062,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,27.0,0.0,46.0,2.0,25.0,19692.0,0.0,55.33425200999999,55.33425200999999,0.0,3759.026415348053,,,,,,,,,,,,,,,,23.72950231016729,18.462931725438345,54.84423714813318,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,27.0,0.0,150.0,3.0,105.0,19797.0,0.0,161.97515200999993,161.97515200999993,0.0,3773.278960466385,,,,,,,,,,,,,,,,74.82311296786708,40.24630566713885,154.34789615749943,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,27.0,0.0,214.0,4.0,65.0,19862.0,0.0,108.36031001000003,108.36031001000003,0.0,3782.391659259796,,,,,,,,,,,,,,,,45.963537529076405,30.752044321470677,105.52416777591507,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,27.0,0.0,236.0,5.0,23.0,19885.0,0.0,41.09460000999999,41.09460000999999,0.0,3786.1166932582855,,,,,,,,,,,,,,,,23.38601581159173,11.067869683068778,40.62072839053552,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,27.0,0.0,250.0,6.0,15.0,19900.0,0.0,3.7220220099999994,3.7220220099999994,0.0,3788.853797674179,,,,,,,,,,,,,,,,1.4225418352625054,1.2185989852255985,3.705812236542868,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,27.0,0.0,272.0,7.0,23.0,19923.0,0.0,30.818000010000006,30.818000010000006,0.0,3792.607466697693,,,,,,,,,,,,,,,,12.316545642865542,6.4591374320492285,30.577613619476434,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,27.0,0.0,400.0,8.0,129.0,20052.0,0.0,250.15585351000001,250.15585351000001,0.0,3810.020813703537,,,,,,,,,,,,,,,,109.00409430224653,77.37988329319167,237.00020902196005,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,27.0,0.0,422.0,9.0,23.0,20075.0,0.0,48.496010010000006,48.496010010000006,0.0,3813.688862800598,,,,,,,,,,,,,,,,21.801214085897456,18.085540705977806,48.148809758854206,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,27.0,0.0,444.0,10.0,23.0,20098.0,0.0,45.95801001000001,45.95801001000001,0.0,3818.5624191761017,,,,,,,,,,,,,,,,15.580392269472089,14.10209589214364,45.66090228235397,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,27.0,0.0,492.0,11.0,49.0,20147.0,0.0,111.40685350999996,111.40685350999996,0.0,3825.609271287918,,,,,,,,,,,,,,,,50.158463446711345,30.65538132486045,109.10835562017799,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,27.0,0.0,512.0,12.0,21.0,20168.0,0.0,38.067500009999996,38.067500009999996,0.0,3829.073737859726,,,,,,,,,,,,,,,,18.58925637070709,10.368053908479936,37.73344833091678,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,27.0,0.0,570.0,13.0,59.0,20227.0,0.0,82.23901001,82.23901001,0.0,3837.403962612152,,,,,,,,,,,,,,,,36.10760569828388,24.510521928709814,80.22499387337294,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,27.0,0.0,651.0,14.0,82.0,20309.0,0.0,125.43086000999998,125.43086000999998,0.0,3848.6908679008484,,,,,,,,,,,,,,,,57.871307367304425,28.22718466475654,120.86414826150983,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,27.0,0.0,729.0,15.0,79.0,20388.0,0.0,154.15495001,154.15495001,0.0,3859.612231731415,,,,,,,,,,,,,,,,60.7407313467615,40.51993851989388,149.56673970465724,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,27.0,0.0,741.0,16.0,13.0,20401.0,0.0,7.252606010000001,7.252606010000001,0.0,3862.0741465091705,,,,,,,,,,,,,,,,2.7268038583982297,2.684240243448049,7.227111475174395,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,27.0,0.0,763.0,17.0,23.0,20424.0,0.0,40.54400701,40.54400701,0.0,3865.7787578105927,,,,,,,,,,,,,,,,18.696401677936795,11.478994572225746,40.172859032117515,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,27.0,0.0,821.0,18.0,59.0,20483.0,0.0,96.83725201000001,96.83725201000001,0.0,3874.1170547008514,,,,,,,,,,,,,,,,53.69688923628006,27.91260596702247,94.02778291530406,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,27.0,0.0,873.0,19.0,53.0,20536.0,0.0,63.47575001000002,63.47575001000002,0.0,3881.656543493271,,,,,,,,,,,,,,,,30.08790872424381,15.753435860792727,61.973151908247566,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,27.0,0.0,908.0,20.0,36.0,20572.0,0.0,45.14320001,45.14320001,0.0,3887.001823425293,,,,,,,,,,,,,,,,25.720812960719375,14.21121831041436,44.28725881519001,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,28.0,0.0,180.0,1.0,181.0,20753.0,0.0,278.99086101,278.99086101,0.0,3925.165917158127,,,,,,,,,,,,,,,,127.53305765346158,71.21040538486335,256.7194239627127,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,28.0,0.0,200.0,2.0,21.0,20774.0,0.0,33.917200009999995,33.917200009999995,0.0,3929.9498584270477,,,,,,,,,,,,,,,,16.937124348928716,8.434170859545036,33.612069592614034,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,28.0,0.0,357.0,3.0,158.0,20932.0,0.0,248.72242001,248.72242001,0.0,3950.927169084549,,,,,,,,,,,,,,,,122.62057149088646,65.53776247405173,229.70069097690774,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,28.0,0.0,376.0,4.0,20.0,20952.0,0.0,24.14560001,24.14560001,0.0,3954.2817149162292,,,,,,,,,,,,,,,,8.064278980854764,6.873921906346237,24.016395104468227,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,28.0,0.0,391.0,5.0,16.0,20968.0,0.0,14.78601001,14.78601001,0.0,3957.088268518448,,,,,,,,,,,,,,,,10.361555272632204,5.234533944282961,14.648457743429393,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,28.0,0.0,415.0,6.0,25.0,20993.0,0.0,42.26700001,42.26700001,0.0,3961.086893796921,,,,,,,,,,,,,,,,18.30863824299009,10.13579412175976,41.86946215432256,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,28.0,0.0,450.0,7.0,36.0,21029.0,0.0,76.32200001,76.32200001,0.0,3966.5100383758545,,,,,,,,,,,,,,,,33.96436731725404,25.522797591669466,75.2589482470515,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,28.0,0.0,549.0,8.0,100.0,21129.0,0.0,100.93572001,100.93572001,0.0,3980.1015813350677,,,,,,,,,,,,,,,,41.031268832412984,25.795897405547866,97.09473737058553,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,28.0,0.0,584.0,9.0,36.0,21165.0,0.0,83.77051001000001,83.77051001000001,0.0,3985.442202091217,,,,,,,,,,,,,,,,37.352811231800466,22.99933815602702,82.54570732421121,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,28.0,0.0,618.0,10.0,35.0,21200.0,0.0,77.19561000999998,77.19561000999998,0.0,3991.102798938751,,,,,,,,,,,,,,,,32.165868105914136,23.89516231922693,76.23938803107302,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,28.0,0.0,658.0,11.0,41.0,21241.0,0.0,65.18625001000001,65.18625001000001,0.0,3997.283679485321,,,,,,,,,,,,,,,,37.16217165206717,18.708783852732818,63.7635266705879,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,28.0,0.0,681.0,12.0,24.0,21265.0,0.0,29.629500010000008,29.629500010000008,0.0,4001.112654209137,,,,,,,,,,,,,,,,19.223839455208783,7.653305649499084,29.216568270801,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,28.0,0.0,789.0,13.0,109.0,21374.0,0.0,147.32291001000004,147.32291001000004,0.0,4015.9187681674957,,,,,,,,,,,,,,,,67.20338086447508,45.046265427530756,140.20515002666332,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,28.0,0.0,823.0,14.0,35.0,21409.0,0.0,70.63895000999999,70.63895000999999,0.0,4021.2526874542236,,,,,,,,,,,,,,,,34.32735872062912,19.259716838779756,69.54136117467327,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,28.0,0.0,842.0,15.0,20.0,21429.0,0.0,35.43425350999999,35.43425350999999,0.0,4024.5791273117065,,,,,,,,,,,,,,,,18.44166474318484,12.38724172816243,35.13911998072095,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,28.0,0.0,865.0,16.0,24.0,21453.0,0.0,44.01680001,44.01680001,0.0,4028.4127671718597,,,,,,,,,,,,,,,,21.91103944052505,10.519180793899928,43.556402505373306,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,28.0,0.0,923.0,17.0,59.0,21512.0,0.0,97.02955000999995,97.02955000999995,0.0,4036.811956882477,,,,,,,,,,,,,,,,48.19304468373016,25.764457309259406,94.32868210044411,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,28.0,0.0,1024.0,18.0,102.0,21614.0,0.0,179.82165001,179.82165001,0.0,4050.677951335907,,,,,,,,,,,,,,,,85.24610765144249,51.92317340881002,171.38317631351785,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,28.0,0.0,1099.0,19.0,76.0,21690.0,0.0,183.67701001000003,183.67701001000003,0.0,4061.217451572418,,,,,,,,,,,,,,,,83.94682595825134,55.5134088642958,177.72127789764858,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,28.0,0.0,1166.0,20.0,68.0,21758.0,0.0,149.00660000999997,149.00660000999997,0.0,4071.062577009201,,,,,,,,,,,,,,,,67.7725191201149,39.465452400142006,144.61045168063296,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,29.0,0.0,48.0,1.0,49.0,21807.0,0.0,68.67800000999998,68.67800000999998,0.0,4125.925204277039,,,,,,,,,,,,,,,,32.24234425313342,23.93787336237165,67.24981486576628,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,29.0,0.0,170.0,2.0,123.0,21930.0,0.0,196.25560850999992,196.25560850999992,0.0,4142.456343650818,,,,,,,,,,,,,,,,79.57801445274022,50.506494419400894,186.73382457133704,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,29.0,0.0,206.0,3.0,37.0,21967.0,0.0,44.84714201000002,44.84714201000002,0.0,4148.021392822266,,,,,,,,,,,,,,,,13.540598521916918,10.798153904606878,44.404084547758764,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,29.0,0.0,274.0,4.0,69.0,22036.0,0.0,49.86203351000001,49.86203351000001,0.0,4158.092127561569,,,,,,,,,,,,,,,,31.004195568252143,13.02160681559054,47.829379140260244,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,29.0,0.0,326.0,5.0,53.0,22089.0,0.0,127.36200000999997,127.36200000999997,0.0,4165.664745092392,,,,,,,,,,,,,,,,63.01752053539065,34.1861088611774,124.20929824040012,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,29.0,0.0,379.0,6.0,54.0,22143.0,0.0,84.68233600999999,84.68233600999999,0.0,4173.40931725502,,,,,,,,,,,,,,,,36.638599276831464,20.849962013439896,82.82331356188982,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,29.0,0.0,415.0,7.0,37.0,22180.0,0.0,63.228356010000006,63.228356010000006,0.0,4179.022472143173,,,,,,,,,,,,,,,,32.218173245870126,21.35952702893453,62.13063240555423,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,29.0,0.0,499.0,8.0,85.0,22265.0,0.0,118.66591551,118.66591551,0.0,4190.651663541794,,,,,,,,,,,,,,,,71.60410935257467,29.49513042629652,112.8738080667091,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,29.0,0.0,513.0,9.0,15.0,22280.0,0.0,11.404000009999997,11.404000009999997,0.0,4193.320205450058,,,,,,,,,,,,,,,,2.469997135250447,3.2739564540068837,11.380800850957451,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,29.0,0.0,580.0,10.0,68.0,22348.0,0.0,85.08103001000002,85.08103001000002,0.0,4202.782082796097,,,,,,,,,,,,,,,,36.77961907914871,21.98216128565091,82.69949502672375,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,29.0,0.0,696.0,11.0,117.0,22465.0,0.0,163.55990200999992,163.55990200999992,0.0,4218.578960418701,,,,,,,,,,,,,,,,66.29692321828524,45.261471977941255,156.4253843955389,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,29.0,0.0,752.0,12.0,57.0,22522.0,0.0,113.74710000999997,113.74710000999997,0.0,4226.628022670746,,,,,,,,,,,,,,,,57.54356023082588,34.787271122540126,110.63529593300673,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,29.0,0.0,768.0,13.0,17.0,22539.0,0.0,10.520460510000001,10.520460510000001,0.0,4229.587023973465,,,,,,,,,,,,,,,,3.6955553619774424,4.407661696050144,10.471803427635997,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,29.0,0.0,799.0,14.0,32.0,22571.0,0.0,47.63002001000001,47.63002001000001,0.0,4234.899468421936,,,,,,,,,,,,,,,,23.089294659839258,18.271542705094525,46.96121308863362,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,29.0,0.0,823.0,15.0,25.0,22596.0,0.0,56.28735201,56.28735201,0.0,4238.872025966644,,,,,,,,,,,,,,,,22.255856164554373,18.512186219663977,55.80902048253323,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,29.0,0.0,867.0,16.0,45.0,22641.0,0.0,74.61155001000002,74.61155001000002,0.0,4245.448741436005,,,,,,,,,,,,,,,,29.714704747107636,18.523623453061756,73.37748048160887,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,29.0,0.0,958.0,17.0,92.0,22733.0,0.0,151.10343001,151.10343001,0.0,4258.045649766922,,,,,,,,,,,,,,,,80.89722735079009,42.090267347357305,144.29221651890828,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,29.0,0.0,995.0,18.0,38.0,22771.0,0.0,87.51360000999999,87.51360000999999,0.0,4263.679678201675,,,,,,,,,,,,,,,,38.32461327603556,27.488619557994358,86.18177108987659,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,29.0,0.0,1096.0,19.0,102.0,22873.0,0.0,196.59935000999985,196.59935000999985,0.0,4277.6293869018555,,,,,,,,,,,,,,,,94.63547868231595,51.907192808437095,187.2283950581442,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,29.0,0.0,1116.0,20.0,21.0,22894.0,0.0,44.24280601,44.24280601,0.0,4281.193636894226,,,,,,,,,,,,,,,,22.38985190064659,13.710314958186373,43.83884781980687,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,30.0,0.0,147.0,1.0,148.0,23042.0,0.0,238.5074620099999,238.5074620099999,0.0,4347.27917432785,,,,,,,,,,,,,,,,106.97483692550458,57.322268725703296,223.005166148099,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,30.0,0.0,313.0,2.0,167.0,23209.0,0.0,252.94176001000008,252.94176001000008,0.0,4369.393983364105,,,,,,,,,,,,,,,,129.63464904566337,67.56789764425532,232.3824987601464,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,30.0,0.0,366.0,3.0,54.0,23263.0,0.0,78.56742001,78.56742001,0.0,4377.086397886276,,,,,,,,,,,,,,,,26.18788910191771,22.466203021776185,77.31403263884346,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,30.0,0.0,402.0,4.0,37.0,23300.0,0.0,57.982460010000004,57.982460010000004,0.0,4383.0705490112305,,,,,,,,,,,,,,,,25.515275920250005,14.967225961088467,57.121031107978965,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,30.0,0.0,504.0,5.0,103.0,23403.0,0.0,177.86821500999997,177.86821500999997,0.0,4397.107791900635,,,,,,,,,,,,,,,,79.5653794605426,47.03798604598287,169.92246877379847,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,30.0,0.0,529.0,6.0,26.0,23429.0,0.0,21.64520001000001,21.64520001000001,0.0,4401.243677377701,,,,,,,,,,,,,,,,7.981451564004374,6.573517616080381,21.467130851751644,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,30.0,0.0,573.0,7.0,45.0,23474.0,0.0,80.56300001000001,80.56300001000001,0.0,4407.793067932129,,,,,,,,,,,,,,,,44.017467668845505,25.269394517271678,78.77120757651626,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,30.0,0.0,592.0,8.0,20.0,23494.0,0.0,39.27060001000001,39.27060001000001,0.0,4411.197599172592,,,,,,,,,,,,,,,,16.247884505764258,13.580744017066827,39.000891095485976,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,30.0,0.0,670.0,9.0,79.0,23573.0,0.0,134.5780120100001,134.5780120100001,0.0,4422.088993549347,,,,,,,,,,,,,,,,64.53739773711982,33.42778737030817,129.75852728254247,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,30.0,0.0,742.0,10.0,73.0,23646.0,0.0,143.97471401,143.97471401,0.0,4432.202274084091,,,,,,,,,,,,,,,,64.36413524247202,39.070831569963595,139.60458082962037,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,30.0,0.0,796.0,11.0,55.0,23701.0,0.0,100.87470200999998,100.87470200999998,0.0,4440.082440137863,,,,,,,,,,,,,,,,51.3098852317587,28.151136476216156,98.25042079866155,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,30.0,0.0,860.0,12.0,65.0,23766.0,0.0,110.56061051,110.56061051,0.0,4449.229165315628,,,,,,,,,,,,,,,,50.081961183522836,33.556157203993365,107.46282782207662,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,30.0,0.0,894.0,13.0,35.0,23801.0,0.0,76.09170001000001,76.09170001000001,0.0,4454.563374042511,,,,,,,,,,,,,,,,34.8437075172015,22.94148601546871,74.98199595036552,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,30.0,0.0,919.0,14.0,26.0,23827.0,0.0,55.180010010000004,55.180010010000004,0.0,4458.665727376938,,,,,,,,,,,,,,,,23.13293247308325,19.71263127592716,54.70574482511956,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,30.0,0.0,928.0,15.0,10.0,23837.0,0.0,26.233000010000005,26.233000010000005,0.0,4461.142285346985,,,,,,,,,,,,,,,,11.548710502836714,8.048706051184984,26.155216832306778,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,30.0,0.0,949.0,16.0,22.0,23859.0,0.0,39.02195201,39.02195201,0.0,4464.750682115555,,,,,,,,,,,,,,,,19.430721595741698,13.775969613951387,38.65255941590534,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,30.0,0.0,1029.0,17.0,81.0,23940.0,0.0,151.06821000999994,151.06821000999994,0.0,4475.970924854279,,,,,,,,,,,,,,,,78.75985290330047,46.73719428864222,144.91233411184774,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,30.0,0.0,1076.0,18.0,48.0,23988.0,0.0,104.28236001000002,104.28236001000002,0.0,4482.970527172089,,,,,,,,,,,,,,,,47.58449074216258,29.86285232038082,102.14803698210045,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,30.0,0.0,1085.0,19.0,10.0,23998.0,0.0,17.86021001,17.86021001,0.0,4485.0460085868835,,,,,,,,,,,,,,,,7.709783320278188,5.600536785038899,17.808630590708205,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,30.0,0.0,1178.0,20.0,94.0,24092.0,0.0,176.96000400999998,176.96000400999998,0.0,4497.924252986908,,,,,,,,,,,,,,,,87.89566822546499,53.88985346479057,169.10877029685525,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,31.0,0.0,18.0,1.0,19.0,24111.0,0.0,16.457000010000005,16.457000010000005,0.0,4545.622951507568,,,,,,,,,,,,,,,,5.928129329040214,5.867103147929494,16.366660342419696,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,31.0,0.0,38.0,2.0,21.0,24132.0,0.0,43.267000010000004,43.267000010000004,0.0,4549.098881483078,,,,,,,,,,,,,,,,22.45643459289502,11.244732906918667,42.860732050192304,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,31.0,0.0,68.0,3.0,31.0,24163.0,0.0,50.406116010000005,50.406116010000005,0.0,4553.887502670288,,,,,,,,,,,,,,,,18.22670686635302,13.714103375646324,49.90922402803746,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,31.0,0.0,78.0,4.0,11.0,24174.0,0.0,26.785700010000003,26.785700010000003,0.0,4556.059963941574,,,,,,,,,,,,,,,,10.825176003274368,8.968030496234762,26.704152402369623,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,31.0,0.0,109.0,5.0,32.0,24206.0,0.0,57.20451601000002,57.20451601000002,0.0,4560.901295900345,,,,,,,,,,,,,,,,22.619733943295877,14.978281735179786,56.55986412187973,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,31.0,0.0,244.0,6.0,136.0,24342.0,0.0,257.49936000999986,257.49936000999986,0.0,4579.117142677307,,,,,,,,,,,,,,,,129.3382831326852,63.8964175186535,240.27897075784546,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,31.0,0.0,252.0,7.0,9.0,24351.0,0.0,18.27200001,18.27200001,0.0,4581.854592084885,,,,,,,,,,,,,,,,8.330828838689024,5.462295517359951,18.22357695624674,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
