Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
228,11.0,0.0,144.0,8.0,26.0,5120.0,0.0,38.608600009999996,38.608600009999996,0.0,1071.2103946208954,,,,,,,,,,,,,,,,18.487714073556177,12.842461966063377,38.18459174991099,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,11.0,0.0,152.0,9.0,9.0,5129.0,0.0,19.783703510000002,19.783703510000002,0.0,1073.123185634613,,,,,,,,,,,,,,,,5.756733488108464,6.582884680446885,19.757407049144277,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,11.0,0.0,252.0,10.0,101.0,5230.0,0.0,171.84344350999996,171.84344350999996,0.0,1086.7991077899933,,,,,,,,,,,,,,,,74.90084688412848,44.91500475217157,164.51787669828553,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,11.0,0.0,281.0,11.0,30.0,5260.0,0.0,72.90220000999999,72.90220000999999,0.0,1091.4418730735779,,,,,,,,,,,,,,,,28.14694587764009,22.452802722436815,72.15809667622467,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,11.0,0.0,334.0,12.0,54.0,5314.0,0.0,98.56885000999999,98.56885000999999,0.0,1099.3984398841858,,,,,,,,,,,,,,,,45.127215441734734,23.299333248613376,96.2733809725606,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,11.0,0.0,340.0,13.0,7.0,5321.0,0.0,10.18200001,10.18200001,0.0,1101.071624994278,,,,,,,,,,,,,,,,5.9175540812913665,3.6342340601490553,10.1566513368491,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,11.0,0.0,378.0,14.0,39.0,5360.0,0.0,57.16045001000001,57.16045001000001,0.0,1106.8331327438354,,,,,,,,,,,,,,,,31.906799098111073,13.810864121363045,56.0039956399117,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,11.0,0.0,400.0,15.0,23.0,5383.0,0.0,50.35425001,50.35425001,0.0,1110.5283420085907,,,,,,,,,,,,,,,,26.13762975841129,15.03280588246991,49.87367488140286,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,11.0,0.0,408.0,16.0,9.0,5392.0,0.0,21.58400001,21.58400001,0.0,1112.4702007770538,,,,,,,,,,,,,,,,10.599754890907843,7.218905470145214,21.520722693566306,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,11.0,0.0,437.0,17.0,30.0,5422.0,0.0,78.36900001000001,78.36900001000001,0.0,1117.0622346401215,,,,,,,,,,,,,,,,31.722306557427622,22.527690862893554,77.52657969953414,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,11.0,0.0,479.0,18.0,43.0,5465.0,0.0,94.80660201,94.80660201,0.0,1123.3241333961487,,,,,,,,,,,,,,,,46.87724708479308,25.654902839634868,92.93068832075943,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,11.0,0.0,503.0,19.0,25.0,5490.0,0.0,69.31400001,69.31400001,0.0,1127.2623362541199,,,,,,,,,,,,,,,,35.810720701087575,22.9382657762652,68.5416073863392,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,11.0,0.0,513.0,20.0,11.0,5501.0,0.0,29.60200001000001,29.60200001000001,0.0,1129.4272232055664,,,,,,,,,,,,,,,,15.012909246749135,10.045818909718838,29.48135226980231,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,12.0,0.0,25.0,1.0,26.0,5527.0,0.0,68.43400001,68.43400001,0.0,1156.8769562244415,,,,,,,,,,,,,,,,31.758997180742966,20.402137181606932,67.70773281329473,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,12.0,0.0,60.0,2.0,36.0,5563.0,0.0,75.99320001000001,75.99320001000001,0.0,1162.29775929451,,,,,,,,,,,,,,,,34.863423505364004,19.144251007040033,74.84782801532758,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,12.0,0.0,76.0,3.0,17.0,5580.0,0.0,30.299000010000007,30.299000010000007,0.0,1165.4065554141998,,,,,,,,,,,,,,,,18.524826314531666,9.107922857124803,30.032635424391884,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,12.0,0.0,124.0,4.0,49.0,5629.0,0.0,109.11950001000001,109.11950001000001,0.0,1172.45165848732,,,,,,,,,,,,,,,,46.964142548925345,36.539930991710015,107.09632391251372,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,12.0,0.0,146.0,5.0,23.0,5652.0,0.0,61.31070001,61.31070001,0.0,1176.148821592331,,,,,,,,,,,,,,,,32.66352893765525,17.87810743072618,60.6527551285001,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,12.0,0.0,210.0,6.0,65.0,5717.0,0.0,131.31275001000003,131.31275001000003,0.0,1185.2451026439667,,,,,,,,,,,,,,,,69.89216894236057,39.3460976718286,127.19088739941586,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,12.0,0.0,226.0,7.0,17.0,5734.0,0.0,30.21315001,30.21315001,0.0,1188.467925786972,,,,,,,,,,,,,,,,10.018979840266857,9.799452655745732,30.082929261817547,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,12.0,0.0,250.0,8.0,25.0,5759.0,0.0,54.201950010000004,54.201950010000004,0.0,1192.442500114441,,,,,,,,,,,,,,,,30.826808301272376,17.48467054556263,53.51562223300247,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,12.0,0.0,265.0,9.0,16.0,5775.0,0.0,25.039606010000004,25.039606010000004,0.0,1195.2660734653473,,,,,,,,,,,,,,,,13.500575022405217,8.566178276568136,24.883843187195122,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,12.0,0.0,332.0,10.0,68.0,5843.0,0.0,113.46615000999998,113.46615000999998,0.0,1204.7948665618896,,,,,,,,,,,,,,,,71.49128653323524,31.203375527468136,108.87889772883318,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,12.0,0.0,355.0,11.0,24.0,5867.0,0.0,50.79485001000001,50.79485001000001,0.0,1208.6793727874756,,,,,,,,,,,,,,,,21.187731625181296,13.458792842986375,50.357890072693536,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,12.0,0.0,377.0,12.0,23.0,5890.0,0.0,37.21590351,37.21590351,0.0,1212.4568750858307,,,,,,,,,,,,,,,,13.855288071592069,11.747743193887645,36.94803520763261,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,12.0,0.0,410.0,13.0,34.0,5924.0,0.0,65.69781001,65.69781001,0.0,1217.5727705955505,,,,,,,,,,,,,,,,28.57614828840498,19.20956825680202,64.81961673321587,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,12.0,0.0,444.0,14.0,35.0,5959.0,0.0,74.03050551000001,74.03050551000001,0.0,1222.823543548584,,,,,,,,,,,,,,,,41.902629275210586,21.369886591082206,72.67849460925208,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,12.0,0.0,475.0,15.0,32.0,5991.0,0.0,50.62270601000001,50.62270601000001,0.0,1227.722175836563,,,,,,,,,,,,,,,,24.931719126663744,14.219243157741841,49.974887990606156,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,12.0,0.0,521.0,16.0,47.0,6038.0,0.0,103.50100001,103.50100001,0.0,1234.8579332828522,,,,,,,,,,,,,,,,49.287951885176334,35.60004910913627,101.4215108234179,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,12.0,0.0,536.0,17.0,16.0,6054.0,0.0,39.289016010000005,39.289016010000005,0.0,1237.6671137809753,,,,,,,,,,,,,,,,15.74572718197328,11.992714124238791,39.091922024294696,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,12.0,0.0,574.0,18.0,39.0,6093.0,0.0,88.62300000999998,88.62300000999998,0.0,1243.420846939087,,,,,,,,,,,,,,,,45.02624768520536,23.028199158081357,86.99900159956177,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,12.0,0.0,585.0,19.0,12.0,6105.0,0.0,25.673000010000006,25.673000010000006,0.0,1245.7293643951416,,,,,,,,,,,,,,,,12.81949323214032,8.060949909538033,25.557543127574032,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,12.0,0.0,625.0,20.0,41.0,6146.0,0.0,44.16400001000001,44.16400001000001,0.0,1251.779895067215,,,,,,,,,,,,,,,,16.518030119027223,10.923258049365398,43.54682563086977,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,13.0,0.0,11.0,1.0,12.0,6158.0,0.0,26.053000010000005,26.053000010000005,0.0,1279.5867114067078,,,,,,,,,,,,,,,,12.720500130123499,7.805510428104482,25.939013522090736,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,13.0,0.0,24.0,2.0,14.0,6172.0,0.0,30.372000010000004,30.372000010000004,0.0,1282.1407465934753,,,,,,,,,,,,,,,,15.763381861714679,9.237356873610933,30.197273319116828,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,13.0,0.0,38.0,3.0,15.0,6187.0,0.0,39.31860001,39.31860001,0.0,1284.8334946632385,,,,,,,,,,,,,,,,18.36043118125303,11.157152421224147,39.10065462809054,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,13.0,0.0,112.0,4.0,75.0,6262.0,0.0,108.40410001000001,108.40410001000001,0.0,1295.215677022934,,,,,,,,,,,,,,,,56.38192135851732,29.159234067710305,104.3361740034732,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,13.0,0.0,133.0,5.0,22.0,6284.0,0.0,40.58691401,40.58691401,0.0,1298.8107516765594,,,,,,,,,,,,,,,,19.098148874777838,10.73816661672783,40.22607896259226,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,13.0,0.0,162.0,6.0,30.0,6314.0,0.0,54.322500010000006,54.322500010000006,0.0,1303.476613521576,,,,,,,,,,,,,,,,31.96827686853261,16.930314485369106,53.44886884966221,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,13.0,0.0,246.0,7.0,85.0,6399.0,0.0,154.89055900999998,154.89055900999998,0.0,1315.1125791072845,,,,,,,,,,,,,,,,92.95466905868378,42.34660852641284,147.229596405476,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,13.0,0.0,330.0,8.0,85.0,6484.0,0.0,145.83306201000008,145.83306201000008,0.0,1326.9788393974304,,,,,,,,,,,,,,,,66.29678316725489,40.663199490618965,140.59563242993883,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,13.0,0.0,374.0,9.0,45.0,6529.0,0.0,118.03423200999997,118.03423200999997,0.0,1333.5442094802856,,,,,,,,,,,,,,,,51.47072990404927,34.19259106480044,115.88540529952135,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,13.0,0.0,381.0,10.0,8.0,6537.0,0.0,17.73200001,17.73200001,0.0,1335.3542833328247,,,,,,,,,,,,,,,,8.048441964752207,5.676941780964311,17.69335427051725,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,13.0,0.0,439.0,11.0,59.0,6596.0,0.0,64.99903001,64.99903001,0.0,1343.6774818897247,,,,,,,,,,,,,,,,23.381213843062717,17.17375644334683,63.76739362696266,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,13.0,0.0,489.0,12.0,51.0,6647.0,0.0,91.88750000999998,91.88750000999998,0.0,1350.968917131424,,,,,,,,,,,,,,,,40.54989146527827,27.483393064294276,89.94995539212819,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,13.0,0.0,524.0,13.0,36.0,6683.0,0.0,58.07501001000001,58.07501001000001,0.0,1356.3928673267365,,,,,,,,,,,,,,,,22.769477370350035,17.810771114543172,57.33541371575348,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,13.0,0.0,601.0,14.0,78.0,6761.0,0.0,148.62682000999993,148.62682000999993,0.0,1367.2098081111908,,,,,,,,,,,,,,,,79.77275295282911,44.47299529764901,142.82249213939645,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,13.0,0.0,640.0,15.0,40.0,6801.0,0.0,94.67100001,94.67100001,0.0,1373.0945844650269,,,,,,,,,,,,,,,,51.90639581966093,26.696829560181293,92.73938996299621,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,13.0,0.0,649.0,16.0,10.0,6811.0,0.0,15.33620601,15.33620601,0.0,1375.4974393844604,,,,,,,,,,,,,,,,6.843982217526051,5.480737252513858,15.289900070112378,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,13.0,0.0,659.0,17.0,11.0,6822.0,0.0,18.727000009999998,18.727000009999998,0.0,1377.6642501354218,,,,,,,,,,,,,,,,10.41271291958019,6.078016093688415,18.641514395199398,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,13.0,0.0,726.0,18.0,68.0,6890.0,0.0,155.16180001,155.16180001,0.0,1387.2373852729797,,,,,,,,,,,,,,,,71.72395524843961,39.91455717122334,150.50680181016477,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,13.0,0.0,753.0,19.0,28.0,6918.0,0.0,56.451700009999996,56.451700009999996,0.0,1391.6657004356384,,,,,,,,,,,,,,,,27.611531262732363,15.323497721626728,55.761950616522746,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,13.0,0.0,763.0,20.0,11.0,6929.0,0.0,29.663803509999997,29.663803509999997,0.0,1393.8519804477692,,,,,,,,,,,,,,,,12.644030634212458,9.376126878599365,29.566930133791665,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,14.0,0.0,96.0,1.0,97.0,7026.0,0.0,160.09435001,160.09435001,0.0,1434.6699488162994,,,,,,,,,,,,,,,,91.29390843831273,44.01201391492263,151.4816164163383,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,14.0,0.0,136.0,2.0,41.0,7067.0,0.0,73.33980001,73.33980001,0.0,1440.9676673412323,,,,,,,,,,,,,,,,38.824474782510215,22.210757612727075,71.91559529369168,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,14.0,0.0,159.0,3.0,24.0,7091.0,0.0,29.976652009999995,29.976652009999995,0.0,1444.829702615738,,,,,,,,,,,,,,,,9.354615207997409,8.209916902724306,29.791287147363413,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,14.0,0.0,167.0,4.0,9.0,7100.0,0.0,16.599350010000002,16.599350010000002,0.0,1446.9171373844147,,,,,,,,,,,,,,,,8.85711697283179,6.0855735527585555,16.545038112329678,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,14.0,0.0,192.0,5.0,26.0,7126.0,0.0,13.729510009999998,13.729510009999998,0.0,1451.0568096637726,,,,,,,,,,,,,,,,3.951830352920047,4.225739896130115,13.644358609786789,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,14.0,0.0,228.0,6.0,37.0,7163.0,0.0,22.261603509999997,22.261603509999997,0.0,1456.5583622455597,,,,,,,,,,,,,,,,15.059076788042596,5.731297175274825,21.781807215312167,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,14.0,0.0,322.0,7.0,95.0,7258.0,0.0,153.20215401000002,153.20215401000002,0.0,1469.5123698711395,,,,,,,,,,,,,,,,70.63464784730057,42.57747969865105,146.7092063186725,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,14.0,0.0,368.0,8.0,47.0,7305.0,0.0,80.89630001000002,80.89630001000002,0.0,1476.2915086746216,,,,,,,,,,,,,,,,43.26705004476184,21.89349911913923,79.05307280117917,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,14.0,0.0,375.0,9.0,8.0,7313.0,0.0,16.186550009999998,16.186550009999998,0.0,1478.0690109729767,,,,,,,,,,,,,,,,8.88602316085003,5.867796628425278,16.140488336210257,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,14.0,0.0,384.0,10.0,10.0,7323.0,0.0,20.728353509999998,20.728353509999998,0.0,1480.4421219825745,,,,,,,,,,,,,,,,8.302922331520856,7.216593397249884,20.67430151052684,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,14.0,0.0,419.0,11.0,36.0,7359.0,0.0,70.33301001000001,70.33301001000001,0.0,1485.8194501399994,,,,,,,,,,,,,,,,35.6453159349295,21.62102955329411,69.15457853080828,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,14.0,0.0,449.0,12.0,31.0,7390.0,0.0,47.897000010000006,47.897000010000006,0.0,1490.676994562149,,,,,,,,,,,,,,,,25.625279244291264,16.600852965877372,47.175417049720984,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,14.0,0.0,471.0,13.0,23.0,7413.0,0.0,53.23660001000001,53.23660001000001,0.0,1494.408186674118,,,,,,,,,,,,,,,,26.461435261568077,13.959507756479866,52.70715558983533,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,14.0,0.0,506.0,14.0,36.0,7449.0,0.0,90.55601001,90.55601001,0.0,1499.756510734558,,,,,,,,,,,,,,,,43.84065112347539,27.9996288588658,89.18903680316647,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,14.0,0.0,572.0,15.0,67.0,7516.0,0.0,149.00234001000007,149.00234001000007,0.0,1509.193076133728,,,,,,,,,,,,,,,,69.24259961576536,40.16371467597347,144.71261795865885,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,14.0,0.0,594.0,16.0,23.0,7539.0,0.0,74.58070001,74.58070001,0.0,1513.0543551445007,,,,,,,,,,,,,,,,41.38058415438041,24.60146617944016,73.83047619582281,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,14.0,0.0,601.0,17.0,8.0,7547.0,0.0,22.701000010000005,22.701000010000005,0.0,1514.887399673462,,,,,,,,,,,,,,,,10.470284917956635,7.5882750222544875,22.65035837394825,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,14.0,0.0,684.0,18.0,84.0,7631.0,0.0,80.66745001000004,80.66745001000004,0.0,1526.429084777832,,,,,,,,,,,,,,,,25.792451927019485,21.202985042999124,78.60528178183927,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,14.0,0.0,700.0,19.0,17.0,7648.0,0.0,25.605500010000004,25.605500010000004,0.0,1529.6880912780762,,,,,,,,,,,,,,,,17.36341578050014,8.214849714715996,25.415720582910616,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,14.0,0.0,744.0,20.0,45.0,7693.0,0.0,32.84666201,32.84666201,0.0,1536.2132892608643,,,,,,,,,,,,,,,,17.271887029527882,7.571502613270392,32.118817798499265,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,15.0,0.0,61.0,1.0,62.0,7755.0,0.0,133.89950350999993,133.89950350999993,0.0,1575.1840546131134,,,,,,,,,,,,,,,,55.48140595975926,40.016274670209945,130.8173323774071,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,15.0,0.0,112.0,2.0,52.0,7807.0,0.0,82.48416551,82.48416551,0.0,1582.6570472717285,,,,,,,,,,,,,,,,44.58469230462449,21.457184638873894,80.32095779710056,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,15.0,0.0,149.0,3.0,38.0,7845.0,0.0,64.40240001000001,64.40240001000001,0.0,1588.301858663559,,,,,,,,,,,,,,,,33.36319633182702,21.53822465620111,63.23119293866106,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,15.0,0.0,193.0,4.0,45.0,7890.0,0.0,63.225600010000015,63.225600010000015,0.0,1594.8279347419739,,,,,,,,,,,,,,,,27.353096943930836,15.865468516748692,62.08414789235939,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,15.0,0.0,249.0,5.0,57.0,7947.0,0.0,111.00215001,111.00215001,0.0,1602.914742231369,,,,,,,,,,,,,,,,48.55192230495983,30.489861623330214,108.39163399491719,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,15.0,0.0,310.0,6.0,62.0,8009.0,0.0,97.02995601000003,97.02995601000003,0.0,1611.6674191951752,,,,,,,,,,,,,,,,41.38573582662911,23.451293687985448,94.60002615072636,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,15.0,0.0,339.0,7.0,30.0,8039.0,0.0,45.09601000999999,45.09601000999999,0.0,1616.5453081130981,,,,,,,,,,,,,,,,16.213817623686133,12.682672097356352,44.670479778691785,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,15.0,0.0,360.0,8.0,22.0,8061.0,0.0,19.580255010000002,19.580255010000002,0.0,1620.1485068798065,,,,,,,,,,,,,,,,10.15974140255759,7.263748241091168,19.402689416690254,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,15.0,0.0,379.0,9.0,20.0,8081.0,0.0,30.925000010000005,30.925000010000005,0.0,1623.4779465198517,,,,,,,,,,,,,,,,15.86077335232703,10.49730817901234,30.654299615921712,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,15.0,0.0,436.0,10.0,58.0,8139.0,0.0,126.02300001000002,126.02300001000002,0.0,1631.731070280075,,,,,,,,,,,,,,,,57.545926005516506,39.695765264211715,122.86574797566118,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,15.0,0.0,445.0,11.0,10.0,8149.0,0.0,2.63760001,2.63760001,0.0,1633.7570395469666,,,,,,,,,,,,,,,,1.0194105461816112,1.1770031847536062,2.6310563714558213,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,15.0,0.0,483.0,12.0,39.0,8188.0,0.0,101.00260001000001,101.00260001000001,0.0,1639.5517559051514,,,,,,,,,,,,,,,,45.03945308753777,26.64545262513485,99.3904912839575,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,15.0,0.0,509.0,13.0,27.0,8215.0,0.0,48.26401001,48.26401001,0.0,1643.8098888397217,,,,,,,,,,,,,,,,25.504502581176535,15.190395780993358,47.66617219277375,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,15.0,0.0,533.0,14.0,25.0,8240.0,0.0,65.33300000999999,65.33300000999999,0.0,1647.7529168128967,,,,,,,,,,,,,,,,30.3479266847654,19.56847288947212,64.68400309174602,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,15.0,0.0,560.0,15.0,28.0,8268.0,0.0,49.039505010000006,49.039505010000006,0.0,1652.1555724143982,,,,,,,,,,,,,,,,23.079770674772313,16.013803304509434,48.468284302101075,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,15.0,0.0,579.0,16.0,20.0,8288.0,0.0,45.227500010000014,45.227500010000014,0.0,1655.7504057884216,,,,,,,,,,,,,,,,20.811902081690516,14.238596102961823,44.87695082126916,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,15.0,0.0,609.0,17.0,31.0,8319.0,0.0,75.59302000999999,75.59302000999999,0.0,1660.5002183914185,,,,,,,,,,,,,,,,29.66323881632224,21.236996570272144,74.7779007462566,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,15.0,0.0,639.0,18.0,31.0,8350.0,0.0,48.700016010000006,48.700016010000006,0.0,1665.279494524002,,,,,,,,,,,,,,,,24.478358969972103,15.044780731843689,48.01367891982066,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,15.0,0.0,657.0,19.0,19.0,8369.0,0.0,7.507000009999999,7.507000009999999,0.0,1668.4543678760529,,,,,,,,,,,,,,,,3.4188087217475487,2.630586671708457,7.45291436737592,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,15.0,0.0,760.0,20.0,104.0,8473.0,0.0,144.21580350999994,144.21580350999994,0.0,1682.5410425662994,,,,,,,,,,,,,,,,72.22518081680488,38.789940532625515,137.0055289382166,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,16.0,0.0,23.0,1.0,24.0,8497.0,0.0,38.90376001000001,38.90376001000001,0.0,1718.6426000595093,,,,,,,,,,,,,,,,15.769209113646827,13.030897522911475,38.579647848234366,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,16.0,0.0,48.0,2.0,26.0,8523.0,0.0,45.845600010000005,45.845600010000005,0.0,1722.7270147800446,,,,,,,,,,,,,,,,25.064247205525767,13.320623774493288,45.26478739795833,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,16.0,0.0,89.0,3.0,42.0,8565.0,0.0,67.29797201000001,67.29797201000001,0.0,1728.9315447807312,,,,,,,,,,,,,,,,27.72742721845833,17.13426750593749,66.22737486891212,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
