episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
0,23.0,0.6133884960752534,1.7984315097812598,-65.06877721148174,-30.0,0.9689681908877532,"[-30.0, 0.9689681908877532]",1.0,False,True,4.728491613290083,7,23.11822180235112,27.242,in_progress,0.0
0,24.0,0.6266430565361452,1.7455295187271902,-67.40466040496048,16.321393239444845,1.0,"[16.321393239444845, 1.0]",1.0,False,True,4.9580320594092475,8,23.11822180235112,27.314,in_progress,0.0
0,25.0,0.6300929679173226,1.6890536170977877,-71.64851152365104,-25.44610197071236,0.5527695820848122,"[-25.44610197071236, 0.5527695820848122]",1.0,False,True,5.18177545100557,8,23.11822180235112,27.371,in_progress,0.0
0,26.0,0.6396408751406061,1.631080598792939,-73.80343791862926,11.87609887753019,0.7143219916380499,"[11.87609887753019, 0.7143219916380499]",1.0,False,True,5.422006207045009,8,23.11822180235112,27.44,in_progress,0.0
0,27.0,0.6475408550099119,1.5749259695082753,-75.63155225875236,-30.0,1.0,"[-30.0, 1.0]",1.0,False,True,5.644525511076385,9,23.11822180235112,27.496,in_progress,0.0
0,28.0,0.6538324416345912,1.5191192420238928,-77.30837159354665,11.17970549588258,0.9924173532528575,"[11.17970549588258, 0.9924173532528575]",1.0,False,True,5.862002894491214,9,23.11822180235112,27.571,in_progress,0.0
0,29.0,0.6504927021873779,1.4600105233515919,-81.0036760343509,30.0,0.6095285833381858,"[30.0, 0.6095285833381858]",1.0,False,True,6.0192666842046805,9,23.11822180235112,27.645,in_progress,0.0
0,30.0,0.6602147428508632,1.3999132560113923,-81.02100911913546,30.0,0.5,"[30.0, 0.5]",0.5,False,True,6.245323447324928,10,23.11822180235112,27.711,in_progress,0.0
0,31.0,0.6781943588771765,1.3557267696069428,-78.44397620828167,-30.0,0.5,"[-30.0, 0.5]",0.5,False,True,6.441677837327833,10,23.11822180235112,27.773,in_progress,0.0
0,32.0,0.6942479828958271,1.3087577392148626,-77.01699980502038,30.0,0.6428188280973658,"[30.0, 0.6428188280973658]",0.5,False,True,6.534840006013122,10,23.11822180235112,27.847,in_progress,0.0
0,33.0,0.7062632991490929,1.2683096111963672,-76.65294355012311,-30.0,1.0,"[-30.0, 1.0]",0.5,False,True,6.674995969086576,10,23.11822180235112,27.913,in_progress,0.0
0,34.0,0.7235445264834469,1.217225129068419,-75.52639353032492,-17.334862508646985,0.5,"[-17.334862508646985, 0.5]",0.5,False,True,6.874363667251375,11,23.11822180235112,27.964,in_progress,0.0
0,35.0,0.7243940229869228,1.177561037328628,-77.7386812630022,-16.11089929830417,0.882004074276989,"[-16.11089929830417, 0.882004074276989]",0.5,False,True,6.987533957128041,11,23.11822180235112,28.041,in_progress,0.0
0,36.0,0.7164698973721159,1.1329615745005632,-81.77240726300809,-9.403055147060954,0.6930537919967807,"[-9.403055147060954, 0.6930537919967807]",0.1,False,True,7.085377202244272,11,23.11822180235112,28.119,in_progress,0.0
0,37.0,0.7078944996565106,1.0849204832731383,-85.27648360682845,-30.0,0.5609022585595794,"[-30.0, 0.5609022585595794]",0.1,False,True,7.187599932695261,11,23.11822180235112,28.17,in_progress,0.0
0,38.0,0.6981720884263889,1.0413395991028593,-88.29349964922372,-25.7540808008606,0.5,"[-25.7540808008606, 0.5]",0.1,False,True,7.187599932695261,11,23.11822180235112,28.247,in_progress,0.0
0,39.0,0.6875912567556277,1.0024427608927706,-91.05079790306218,19.462336211792156,0.5,"[19.462336211792156, 0.5]",0.1,False,True,7.187599932695261,11,23.11822180235112,28.317,in_progress,0.0
0,40.0,0.6839402681346627,0.9650753760014131,-91.6616198504827,-9.64563115054565,0.9965926977984572,"[-9.64563115054565, 0.9965926977984572]",0.1,False,True,7.187599932695261,11,23.11822180235112,28.382,in_progress,0.0
0,41.0,0.6831846351045195,0.9260499884522132,-91.57379682882978,30.0,0.608563735079437,"[30.0, 0.608563735079437]",0.1,False,True,7.187599932695261,11,23.11822180235112,28.44,in_progress,0.0
0,42.0,0.6829286590066128,0.8725576635925121,-91.29408537480161,-30.0,1.0,"[-30.0, 1.0]",0.1,False,True,7.277575911782163,11,23.11822180235112,28.508,in_progress,0.0
0,43.0,0.6841549306545338,0.835196985894705,-90.66146991176542,-30.0,0.8979422749164049,"[-30.0, 0.8979422749164049]",0.001,False,False,7.360746168285309,11,23.11822180235112,28.581,in_progress,0.0
0,44.0,0.6724913382980654,0.7914577625510959,-93.34461524388614,27.502246229497665,0.5,"[27.502246229497665, 0.5]",0.001,False,False,7.4085945175654535,11,23.11822180235112,28.637,in_progress,0.0
0,45.0,0.6519572091986505,0.7435130346399154,-97.98323208662426,-30.0,0.8835047927013562,"[-30.0, 0.8835047927013562]",0.001,False,False,7.431748120755817,11,23.11822180235112,28.716,in_progress,0.0
0,46.0,0.6302843186046581,0.6954252339048099,-101.505635029378,0.20467789871926811,1.0,"[0.20467789871926811, 1.0]",0.001,False,False,7.450897396370724,11,23.11822180235112,28.768,in_progress,0.0
0,47.0,0.603411099818024,0.6430891660094893,-105.32324352914029,-30.0,0.8209595478208997,"[-30.0, 0.8209595478208997]",0.001,False,False,7.459316997779442,11,23.11822180235112,28.849,in_progress,0.0
0,48.0,0.5763360781751898,0.5894834784891265,-108.01036863200324,-4.13858259299565,0.5440748861085412,"[-4.13858259299565, 0.5440748861085412]",0.001,True,False,7.469642501155175,11,23.11822180235112,28.918,off_track,0.0
1,1.0,0.6601417534792149,1.5941734479700387,-62.59385104850383,30.0,0.9300766901993354,"[30.0, 0.9300766901993354]",0.0,False,True,0.6042169079306763,9,23.11822180235112,29.044,prepare,0.0
1,2.0,0.6602527756006339,1.5942737696411209,-62.56262558854124,-30.0,0.676104844910043,"[-30.0, 0.676104844910043]",1.0,False,True,0.6041133289573696,9,23.11822180235112,29.109,in_progress,0.0
1,3.0,0.6614665552076137,1.585581800282931,-63.23554404733312,-20.585984428801954,0.9506772357054973,"[-20.585984428801954, 0.9506772357054973]",1.0,False,True,0.6385350659737159,9,23.11822180235112,29.178,in_progress,0.0
1,4.0,0.6607418507398504,1.560949253556149,-66.15986274342848,22.175084508612322,0.5471528389396101,"[22.175084508612322, 0.5471528389396101]",1.0,False,True,0.7263014716605016,9,23.11822180235112,29.24,in_progress,0.0
1,5.0,0.6698506807439762,1.5340597641971008,-66.89104604135724,-30.0,0.9602451724002643,"[-30.0, 0.9602451724002643]",1.0,False,True,0.8453654623934881,9,23.11822180235112,29.311,in_progress,0.0
1,6.0,0.684830349520635,1.4964805176188103,-67.1826009255791,-13.06679544317554,0.8038520116101311,"[-13.06679544317554, 0.8038520116101311]",1.0,False,True,0.994073393420581,9,23.11822180235112,29.369,in_progress,0.0
1,7.0,0.6903328356867223,1.4514474560323738,-70.13906862733589,-30.0,0.7977890818121821,"[-30.0, 0.7977890818121821]",1.0,False,True,1.1585046044099843,9,23.11822180235112,29.441,in_progress,0.0
1,8.0,0.6890381369365047,1.3988799904108369,-74.59611726478857,-19.407241148188895,0.5528983879746202,"[-19.407241148188895, 0.5528983879746202]",1.0,False,True,1.3289663035576758,10,23.11822180235112,29.502,in_progress,0.0
1,9.0,0.6799797527638926,1.3469443932538925,-79.84303125602597,-24.95788647845299,0.5,"[-24.95788647845299, 0.5]",0.5,False,True,1.4757277817874324,10,23.11822180235112,29.569,in_progress,0.0
1,10.0,0.6676891660389537,1.309556329661627,-84.2972207791349,-23.42583895510196,0.7418944983432616,"[-23.42583895510196, 0.7418944983432616]",0.5,False,True,1.5348400060131218,10,23.11822180235112,29.641,in_progress,0.0
1,11.0,0.6533798456731109,1.2695675740118797,-88.61554885162818,26.83071591267862,0.6780772921996407,"[26.83071591267862, 0.6780772921996407]",0.5,False,True,1.5348400060131218,10,23.11822180235112,29.701,in_progress,0.0
1,12.0,0.6443231525250841,1.2220770240021508,-91.04825654025315,-16.21457592748684,0.9543566694326775,"[-16.21457592748684, 0.9543566694326775]",0.5,False,True,1.5984794659423527,10,23.11822180235112,29.776,in_progress,0.0
1,13.0,0.6393200433106678,1.172058529370156,-92.06476687037012,26.159965166107952,1.0,"[26.159965166107952, 1.0]",0.1,False,True,1.7210745312868063,10,23.11822180235112,29.845,in_progress,0.0
1,14.0,0.6379644097066011,1.1169477829080343,-91.89878454283331,10.87541017853497,0.5,"[10.87541017853497, 0.5]",0.1,False,True,1.869918289107729,11,23.11822180235112,29.905,in_progress,0.0
1,15.0,0.6515876033189063,1.0592708810134828,-88.31712731134571,30.0,1.0,"[30.0, 1.0]",0.1,False,True,2.0755123860324174,11,23.11822180235112,29.974,in_progress,0.0
1,16.0,0.6703845983458473,1.006273788054054,-84.29784128032416,-22.68337286759908,0.7422645127804077,"[-22.68337286759908, 0.7422645127804077]",0.1,False,True,2.187599932695261,11,23.11822180235112,30.043,in_progress,0.0
1,17.0,0.6965785407577881,0.9483956436721215,-79.6155559994083,30.0,0.8906366297600034,"[30.0, 0.8906366297600034]",0.1,False,True,2.187599932695261,11,23.11822180235112,30.11,in_progress,0.0
1,18.0,0.7238464178119868,0.8932729785651634,-75.7979938261514,-25.369870190389996,1.0,"[-25.369870190389996, 1.0]",0.1,False,True,2.388720226380879,11,23.11822180235112,30.172,in_progress,0.0
1,19.0,0.7537838213596343,0.8345724674743837,-72.55901936435447,9.00480122285596,0.7694802549391775,"[9.00480122285596, 0.7694802549391775]",0.1,False,True,2.625290185691767,12,23.11822180235112,30.236,in_progress,0.0
1,20.0,0.7783975788238974,0.784794434874945,-70.58903123358668,-16.253367698509997,0.9142637682475717,"[-16.253367698509997, 0.9142637682475717]",0.001,False,False,2.8229785839452917,12,23.11822180235112,30.312,in_progress,0.0
1,21.0,0.8037127550297227,0.7292700760551666,-69.39936060096439,26.853227326292874,0.7068952393883041,"[26.853227326292874, 0.7068952393883041]",0.001,False,False,2.84022474785275,12,23.11822180235112,30.383,in_progress,0.0
1,22.0,0.8278901038861874,0.6808092290280728,-68.20122343011361,30.0,0.5,"[30.0, 0.5]",0.001,False,False,2.84022474785275,12,23.11822180235112,30.447,in_progress,0.0
1,23.0,0.8664288839685051,0.6357476317080608,-63.82145434982432,18.52658853742713,0.5550473184324805,"[18.52658853742713, 0.5550473184324805]",0.001,False,False,2.9222774763429866,12,23.11822180235112,30.514,in_progress,0.0
1,24.0,0.8980272929346917,0.6074842918437525,-60.05162792178098,25.790146026308427,0.6623043672485716,"[25.790146026308427, 0.6623043672485716]",0.001,False,False,3.089788349366154,12,23.11822180235112,30.574,in_progress,0.0
1,25.0,0.9377031354886632,0.5819799693994646,-54.97327031802704,-24.956149128436522,0.573917376908629,"[-24.956149128436522, 0.573917376908629]",0.001,False,False,3.286918304191107,13,23.11822180235112,30.644,in_progress,0.0
1,26.0,0.9746987254753297,0.551088255050341,-52.033693581313734,5.2380838860213075,1.0,"[5.2380838860213075, 1.0]",0.001,False,False,3.4801330836132154,13,23.11822180235112,30.71,in_progress,0.0
1,27.0,1.0124883279959738,0.5167014052883055,-50.00987650162868,18.26388010715953,0.9274819089764241,"[18.26388010715953, 0.9274819089764241]",0.001,False,False,3.492890776608326,13,23.11822180235112,30.776,in_progress,0.0
1,28.0,1.0582588893077487,0.4831628330738165,-46.92431267373095,6.309479482594668,1.0,"[6.309479482594668, 1.0]",0.001,True,False,3.492890776608326,13,23.11822180235112,30.842,off_track,0.0
2,1.0,1.676862808508287,1.210075602547204,4.648680846424008,-30.0,0.5839338060928254,"[-30.0, 0.5839338060928254]",0.0,False,True,0.6055678210135627,16,23.11822180235112,30.98,prepare,0.0
2,2.0,1.676834131385987,1.2099253759589694,4.597647454836625,-30.0,1.0,"[-30.0, 1.0]",1.0,False,True,0.6053577410245287,16,23.11822180235112,31.047,in_progress,0.0
2,3.0,1.690612750490141,1.2052397206477043,3.206240042745379,1.9308933228897622,0.9251278653851479,"[1.9308933228897622, 0.9251278653851479]",1.0,False,True,0.6617015005569424,16,23.11822180235112,31.127,in_progress,0.0
2,4.0,1.713771246262313,1.2023119879040098,2.118962868616748,-20.360997811080928,1.0,"[-20.360997811080928, 1.0]",1.0,False,True,0.7592720646198883,16,23.11822180235112,31.175,in_progress,0.0
2,5.0,1.749551573932549,1.2012246993002822,1.5378542544092295,-3.1350838469037257,0.5,"[-3.1350838469037257, 0.5]",1.0,False,True,0.9120139808279735,17,23.11822180235112,31.233,in_progress,0.0
2,6.0,1.7882043776188847,1.203328112230233,1.6966547840306438,-22.078284832544224,1.0,"[-22.078284832544224, 1.0]",1.0,False,True,1.0789199054703311,17,23.11822180235112,31.309,in_progress,0.0
2,7.0,1.8299593545919914,1.1973826857561818,-0.04339244189290939,14.063400147374885,0.8557580346208233,"[14.063400147374885, 0.8557580346208233]",1.0,False,True,1.2503405846364446,17,23.11822180235112,31.386,in_progress,0.0
2,8.0,1.8811879867220511,1.1894961887695303,-1.960936099518326,-30.0,1.0,"[-30.0, 1.0]",1.0,False,True,1.4635703216209452,18,23.11822180235112,31.45,in_progress,0.0
2,9.0,1.937277556990106,1.182625812707672,-3.1700905007012947,30.0,0.6789882612649656,"[30.0, 0.6789882612649656]",1.0,False,True,1.698259581721548,18,23.11822180235112,31.489,in_progress,0.0
2,10.0,1.9930500311502317,1.1768078572738907,-3.9028891023015087,1.3005536331701641,1.0,"[1.3005536331701641, 1.0]",1.0,False,True,1.9309493350045073,18,23.11822180235112,31.583,in_progress,0.0
2,11.0,2.051977858992717,1.1747152168854453,-3.515822904154654,-7.399679784775184,0.7736179466362114,"[-7.399679784775184, 0.7736179466362114]",1.0,False,True,2.1808831707390732,19,23.11822180235112,31.647,in_progress,0.0
2,12.0,2.108246354240214,1.167427954669519,-4.393746496529581,11.018737129031464,0.5599415365496929,"[11.018737129031464, 0.5599415365496929]",0.5,False,True,2.4174507138915073,19,23.11822180235112,31.717,in_progress,0.0
2,13.0,2.1698336658372894,1.1618840609663412,-4.560523200430697,-0.9327046466868367,0.6125624937608725,"[-0.9327046466868367, 0.6125624937608725]",0.5,False,True,2.676509998250423,19,23.11822180235112,31.784,in_progress,0.0
2,14.0,2.2199081330236687,1.162209951833962,-3.5607560730726022,4.621915947731559,0.7412349860435218,"[4.621915947731559, 0.7412349860435218]",0.5,False,True,2.890509931668675,20,23.11822180235112,31.84,in_progress,0.0
2,15.0,2.2692848417838687,1.1636605864359426,-2.527994509602315,30.0,0.773566434437288,"[30.0, 0.773566434437288]",0.5,False,True,3.1068845958197255,20,23.11822180235112,31.917,in_progress,0.0
2,16.0,2.321631523039139,1.1687675970926055,-0.8325834055815179,-18.59170710740607,0.7390542074040917,"[-18.59170710740607, 0.7390542074040917]",0.5,False,True,3.334020415676822,20,23.11822180235112,31.982,in_progress,0.0
2,17.0,2.3772417783392394,1.1716877065244895,0.11011697654060812,16.341201652990847,0.5917412847611986,"[16.341201652990847, 0.5917412847611986]",0.5,False,True,3.5736519742823827,21,23.11822180235112,32.044,in_progress,0.0
2,18.0,2.4283009181037967,1.16901789278064,-0.5796708966387781,30.0,0.9492209455414848,"[30.0, 0.9492209455414848]",0.5,False,True,3.835996803668762,21,23.11822180235112,32.113,in_progress,0.0
2,19.0,2.4810997038726783,1.1776036950707758,1.5461683496269956,-6.784061558370478,0.5,"[-6.784061558370478, 0.5]",0.5,False,True,4.066753750470239,22,23.11822180235112,32.177,in_progress,0.0
2,20.0,2.5392820620278544,1.1967092026412842,5.717445661028571,30.0,0.8112401434877523,"[30.0, 0.8112401434877523]",0.5,False,True,4.324683165575793,22,23.11822180235112,32.243,in_progress,0.0
2,21.0,2.5938925694870933,1.2122364477671985,7.9739466544850695,13.814726772082032,1.0,"[13.814726772082032, 1.0]",0.5,False,True,4.627722732602124,22,23.11822180235112,32.313,in_progress,0.0
2,22.0,2.649590789749948,1.2355451387206577,11.457575057916836,-8.034528241283404,0.7114701367129728,"[-8.034528241283404, 0.7114701367129728]",1.0,False,True,4.8660032306692464,23,23.11822180235112,32.377,in_progress,0.0
2,23.0,2.7004076700889748,1.25316509626533,13.120380517557898,-7.449268763227742,0.5222136027338606,"[-7.449268763227742, 0.5222136027338606]",1.0,False,True,5.1225855304541685,23,23.11822180235112,32.443,in_progress,0.0
2,24.0,2.749144718723623,1.2587488807398564,11.887211816363008,-9.19778461098457,0.7763459349242874,"[-9.19778461098457, 0.7763459349242874]",1.0,False,True,5.328026109640646,23,23.11822180235112,32.486,in_progress,0.0
2,25.0,2.808952270970532,1.2606865330628894,9.483631518188032,9.548074438958274,1.0,"[9.548074438958274, 1.0]",1.0,False,True,5.583075879944463,24,23.11822180235112,32.584,in_progress,0.0
2,26.0,2.8583663474029546,1.268488243667041,9.359151689996764,26.314860287881018,0.5390193756004135,"[26.314860287881018, 0.5390193756004135]",1.0,False,True,5.8190316266892195,24,23.11822180235112,32.648,in_progress,0.0
2,27.0,2.9107825518702337,1.2841990788216977,10.901967113893068,-30.0,0.8636744329633412,"[-30.0, 0.8636744329633412]",1.0,False,True,6.01385995234891,25,23.11822180235112,32.707,in_progress,0.0
2,28.0,2.968975265783396,1.2938971647370936,10.497901191821164,19.35522802551111,0.5,"[19.35522802551111, 0.5]",1.0,False,True,6.240464651241501,25,23.11822180235112,32.782,in_progress,0.0
2,29.0,3.0285901423923787,1.2951087231447371,8.263964072510332,-30.0,0.6550028219797008,"[-30.0, 0.6550028219797008]",1.0,False,True,6.449356167080178,25,23.11822180235112,32.839,in_progress,0.0
2,30.0,3.0836552084030595,1.2931757662323926,5.961336477823408,19.89007122182543,0.8227885879627788,"[19.89007122182543, 0.8227885879627788]",1.0,False,True,6.663137143749323,26,23.11822180235112,32.914,in_progress,0.0
2,31.0,3.129595397146927,1.2909173214327887,4.288600910084475,-2.9489873289656963,0.85171350607476,"[-2.9489873289656963, 0.85171350607476]",1.0,False,True,6.842814386086668,26,23.11822180235112,32.973,in_progress,0.0
2,32.0,3.1815731260960853,1.2949897748364612,4.311213168029034,-14.163349749204922,0.6896563952264424,"[-14.163349749204922, 0.6896563952264424]",0.5,False,True,6.986245422301327,26,23.11822180235112,33.046,in_progress,0.0
2,33.0,3.237199649889782,1.2933227160087917,2.9612416705283193,-30.0,0.57335714810462,"[-30.0, 0.57335714810462]",0.5,False,True,7.143730367154605,26,23.11822180235112,33.104,in_progress,0.0
2,34.0,3.2844370279389143,1.2852522879324222,0.47692755302004675,-30.0,0.7609281169606444,"[-30.0, 0.7609281169606444]",0.5,False,True,7.327049156046489,27,23.11822180235112,33.181,in_progress,0.0
2,35.0,3.3335225377777338,1.2632312011320714,-4.655835138589576,-14.34945778055379,0.824362219402551,"[-14.34945778055379, 0.824362219402551]",0.5,False,True,7.553462867850369,27,23.11822180235112,33.224,in_progress,0.0
2,36.0,3.380216047938114,1.2409680466799808,-8.982529766582633,-19.52704218790298,0.9112472529564986,"[-19.52704218790298, 0.9112472529564986]",0.5,False,True,7.652191717600562,27,23.11822180235112,33.312,in_progress,0.0
2,37.0,3.429501435663985,1.215837173331662,-12.970659124084548,-1.4206472594912611,0.5,"[-1.4206472594912611, 0.5]",0.5,False,True,7.879153140417597,27,23.11822180235112,33.378,in_progress,0.0
2,38.0,3.4835757946467183,1.1899331915681388,-16.078532326074093,-2.157210704820546,0.5,"[-2.157210704820546, 0.5]",0.5,False,True,8.123019391946032,28,23.11822180235112,33.451,in_progress,0.0
2,39.0,3.5351125887241146,1.1743555131208279,-16.26131067138435,30.0,0.8901008634468581,"[30.0, 0.8901008634468581]",0.5,False,True,8.292591019258126,28,23.11822180235112,33.51,in_progress,0.0
2,40.0,3.5892995630471396,1.1733530028268084,-12.878831191245782,3.3136761331943703,0.7613412607166334,"[3.3136761331943703, 0.7613412607166334]",0.1,False,True,8.366478516610451,28,23.11822180235112,33.58,in_progress,0.0
2,41.0,3.6526225833508414,1.177730022654762,-8.58447300641956,-30.0,0.9789355667544737,"[-30.0, 0.9789355667544737]",0.1,False,True,8.523790595384392,28,23.11822180235112,33.649,in_progress,0.0
2,42.0,3.7033445369152402,1.1730940511286452,-7.918158440023262,-9.902792724339282,0.6422925954135672,"[-9.902792724339282, 0.6422925954135672]",0.1,False,True,8.677202864940941,29,23.11822180235112,33.713,in_progress,0.0
2,43.0,3.7663358680434427,1.1595496268021417,-9.058788484509938,-30.0,0.986611564826226,"[-30.0, 0.986611564826226]",0.1,False,True,8.893934837652381,29,23.11822180235112,33.78,in_progress,0.0
2,44.0,3.8344055734107543,1.131722315110347,-12.87348414117935,26.025621279967247,0.7402389425165563,"[26.025621279967247, 0.7402389425165563]",0.1,False,True,9.081174324570766,29,23.11822180235112,33.84,in_progress,0.0
2,45.0,3.8816685334611454,1.1120172223079405,-15.040131597479476,-21.459071347982892,0.7598025959117225,"[-21.459071347982892, 0.7598025959117225]",0.1,False,True,9.270979441746269,29,23.11822180235112,33.913,in_progress,0.0
2,46.0,3.9365537344473456,1.0911783144964795,-16.40442072435944,-30.0,1.0,"[-30.0, 1.0]",0.1,False,False,9.484272730942148,30,23.11822180235112,33.985,in_progress,0.0
2,47.0,3.9849472526297616,1.0669284346888828,-18.649998721386062,-30.0,0.5609287100852698,"[-30.0, 0.5609287100852698]",0.001,False,False,9.846846023830928,30,23.11822180235112,34.042,in_progress,0.0
2,48.0,4.031551230508707,1.0290696176963456,-23.471150966920412,1.7585676149657488,1.0,"[1.7585676149657488, 1.0]",0.001,False,False,10.101897118723436,31,23.11822180235112,34.114,in_progress,0.0
2,49.0,4.07262651886757,0.9984894033535744,-26.221307593222072,-2.249522850207267,0.6185834937740151,"[-2.249522850207267, 0.6185834937740151]",0.001,False,False,10.5794458706442,31,23.11822180235112,34.175,in_progress,0.0
2,50.0,4.121807212965063,0.9764675530292926,-25.793236323057105,-30.0,0.5743490514449243,"[-30.0, 0.5743490514449243]",0.001,False,False,11.073677598629947,32,23.11822180235112,34.246,in_progress,0.0
2,51.0,4.173837062224321,0.9557662531760334,-24.86184998675357,-20.912248470858245,0.5,"[-20.912248470858245, 0.5]",0.001,False,False,11.306469644095138,33,23.11822180235112,34.311,in_progress,0.0
2,52.0,4.205705980081982,0.9311813200380262,-26.99344251575844,2.215021616292262,0.7776922506836279,"[2.215021616292262, 0.7776922506836279]",0.001,False,False,11.762684018493797,33,23.11822180235112,34.372,in_progress,0.0
2,53.0,4.2449153671368585,0.9063554692460536,-27.970297494502663,-19.18825639006468,0.9572745307238446,"[-19.18825639006468, 0.9572745307238446]",0.001,False,False,11.963406299818566,34,23.11822180235112,34.443,in_progress,0.0
2,54.0,4.289827379152188,0.8849612964563692,-27.48229005403726,-30.0,0.5,"[-30.0, 0.5]",0.001,False,False,12.442148590233835,34,23.11822180235112,34.512,in_progress,0.0
2,55.0,4.3280923576473045,0.8520268938540558,-30.159610621878173,20.80996451704322,0.5,"[20.80996451704322, 0.5]",0.001,False,False,12.653122351344951,35,23.11822180235112,34.566,in_progress,0.0
2,56.0,4.368676546488273,0.8157533411964559,-32.66323957866464,23.655908446884915,0.8797748754702202,"[23.655908446884915, 0.8797748754702202]",0.001,False,False,13.12888156444486,35,23.11822180235112,34.654,in_progress,0.0
