episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status
1,263.0,3.220272638136789,2.933451493074268,179.31960734747915,30.0,0.6,4,1.0,False,True,69.7095749173063,78,16.63502124871653,1580511508.8234887,in_progress
1,264.0,3.201218492241078,2.9312980923390413,179.59296798197366,30.0,0.6,4,1.0,False,True,69.82314296591193,78,16.63502124871653,1580511508.9211087,in_progress
1,265.0,3.1864906329873928,2.9287166402678473,177.65851260289818,0.0,0.6,2,1.0,False,True,69.91247322500936,78,16.63502124871653,1580511509.0102556,in_progress
1,266.0,3.1733342445066954,2.9238983723079395,175.6968503835003,0.0,0.6,2,1.0,False,True,70.06712779088029,78,16.63502124871653,1580511509.083715,in_progress
1,267.0,3.1588059059413216,2.920113353842129,175.47349559753607,0.0,0.6,2,1.0,False,True,70.15683539163328,78,16.63502124871653,1580511509.1697123,in_progress
1,268.0,3.143893164391609,2.9167448412525956,174.05093904306395,0.0,0.6,2,1.0,False,True,70.2484676069661,78,16.63502124871653,1580511509.2638988,in_progress
1,269.0,3.130214376176158,2.9151623831059545,174.10923232644075,0.0,0.6,2,1.0,False,True,70.33120793523648,78,16.63502124871653,1580511509.332572,in_progress
1,270.0,3.11984483417186,2.9134784367770923,173.39627876294483,0.0,0.6,2,1.0,False,True,70.39435213015136,78,16.63502124871653,1580511509.4112663,in_progress
1,271.0,3.105439333282285,2.9115148420443258,173.01201074022987,0.0,0.6,2,1.0,False,True,70.48174633623165,79,16.63502124871653,1580511509.5050504,in_progress
1,272.0,3.0962543504261997,2.9114389030873085,172.8239534540046,0.0,0.6,2,1.0,False,True,70.53644716808812,79,16.63502124871653,1580511509.5721493,in_progress
1,273.0,3.084843799113725,2.9085797288700843,171.66724024273043,0.0,0.6,2,1.0,False,True,70.6068047887867,79,16.63502124871653,1580511509.6587565,in_progress
1,274.0,3.073354198415789,2.9081042559934343,171.93616597607166,0.0,0.6,2,1.0,False,True,70.67556130567432,79,16.63502124871653,1580511509.729025,in_progress
1,275.0,3.0592593321358454,2.905960312120906,169.43453416074502,0.0,0.6,2,1.0,False,True,70.76126448424486,79,16.63502124871653,1580511509.8266242,in_progress
1,276.0,3.0465922465685478,2.903054045944096,167.3390195018187,0.0,0.6,2,1.0,False,True,70.83913724229137,79,16.63502124871653,1580511509.8896973,in_progress
1,277.0,3.033089778867086,2.9026384269742196,166.15008333059615,15.0,0.6,3,1.0,False,True,70.98368716398298,79,16.63502124871653,1580511509.9685104,in_progress
1,278.0,3.021224305340883,2.9000136102845646,164.62727512602086,15.0,0.6,3,1.0,False,True,71.05526465436041,79,16.63502124871653,1580511510.0425045,in_progress
1,279.0,3.010328025848211,2.9008167115449446,164.50539192969427,-30.0,0.6,0,1.0,False,True,71.12067870234439,79,16.63502124871653,1580511510.1342044,in_progress
1,280.0,2.996918869015888,2.900030300007163,164.93675949770693,-30.0,0.6,0,1.0,False,True,71.20135339336161,79,16.63502124871653,1580511510.229242,in_progress
1,281.0,2.9863049084286573,2.9000034444814586,165.08474593975697,15.0,0.6,3,1.0,False,True,71.26515236923804,79,16.63502124871653,1580511510.3114657,in_progress
1,282.0,2.97468214517506,2.9009032079997956,164.44454879032097,15.0,0.6,3,1.0,False,True,71.33492349328058,79,16.63502124871653,1580511510.393579,in_progress
1,283.0,2.9634343683391453,2.8995340746979363,163.7998402516211,15.0,0.6,3,1.0,False,True,71.4026644397494,80,16.63502124871653,1580511510.4860282,in_progress
1,284.0,2.9520537884117237,2.900892858326163,163.93534238529085,-30.0,0.6,0,1.0,False,True,71.47093463510161,80,16.63502124871653,1580511510.5663261,in_progress
1,285.0,2.9416842972307253,2.8997216844173423,164.8472435853452,-30.0,0.6,0,1.0,False,True,71.53337703395572,80,16.63502124871653,1580511510.6396697,in_progress
1,286.0,2.9309848686729874,2.8994875560215183,165.27000014771878,-30.0,0.6,0,1.0,False,True,71.59771016159046,80,16.63502124871653,1580511510.7304192,in_progress
1,287.0,2.9191348823858543,2.899595460408474,166.0366461736865,15.0,0.6,3,1.0,False,True,71.6689251125044,80,16.63502124871653,1580511510.8111284,in_progress
1,288.0,2.909536677750026,2.899671313684672,164.99122368732682,15.0,0.6,3,1.0,False,True,71.72660865297149,80,16.63502124871653,1580511510.8897433,in_progress
1,289.0,2.8986235113336827,2.900789870171774,164.8025775373867,-30.0,0.6,0,1.0,False,True,71.79209309707016,80,16.63502124871653,1580511510.9758182,in_progress
1,290.0,2.885312244424722,2.8989384455322846,164.3785099177806,-30.0,0.6,0,1.0,False,True,71.88442392325182,80,16.63502124871653,1580511511.067686,in_progress
1,291.0,2.8734726809658135,2.898706538662253,163.744756037801,-30.0,0.6,0,1.0,False,True,71.95558175007697,80,16.63502124871653,1580511511.1544917,in_progress
1,292.0,2.8565376121127906,2.898987237595542,163.7995435819734,-30.0,0.6,0,1.0,False,True,72.05739623547015,80,16.63502124871653,1580511511.2398353,in_progress
1,293.0,2.84560938609896,2.897807685983823,163.17590796245608,-30.0,0.6,0,1.0,False,True,72.1230266502521,80,16.63502124871653,1580511511.3114827,in_progress
1,294.0,2.8322408116436604,2.898844361783792,163.66500525481084,-30.0,0.6,0,1.0,False,True,72.20344150113179,80,16.63502124871653,1580511511.4119225,in_progress
1,295.0,2.8176526813723237,2.8988111396372838,163.6966999365532,-30.0,0.6,0,1.0,False,True,72.29113179822781,81,16.63502124871653,1580511511.492373,in_progress
1,296.0,2.8068439159409992,2.8998630874882547,163.39475791462132,-30.0,0.6,0,1.0,False,True,72.35615994364785,81,16.63502124871653,1580511511.5716488,in_progress
1,297.0,2.7933726963362497,2.8999476944049207,164.3433347299521,-30.0,0.6,0,1.0,False,True,72.43714239478565,81,16.63502124871653,1580511511.653957,in_progress
1,298.0,2.78343831125245,2.8998498151468217,164.05076512871435,-30.0,0.6,0,1.0,False,True,72.49685478957419,81,16.63502124871653,1580511511.731389,in_progress
1,299.0,2.7695460446964995,2.899905065273089,164.36143635857925,-30.0,0.6,0,1.0,False,True,72.58036671006998,81,16.63502124871653,1580511511.8147342,in_progress
1,300.0,2.7566842336234356,2.8987007559235405,162.97670395869721,-30.0,0.6,0,1.0,False,True,72.6576189867548,81,16.63502124871653,1580511511.8946433,in_progress
